sample	Resistance_Mechanism	ARG_loci	mobile_ARG_loci	mobile_ARG_fraction	plasmid_ARG_loci	plasmid_ARG_fraction
ERR1713337	antibiotic inactivation	44	44	1.0	24	0.5454545454545454
ERR1713337	antibiotic target alteration	98	98	1.0	12	0.12244897959183673
ERR1713337	antibiotic target protection	17	17	1.0	11	0.6470588235294118
ERR1713337	antibiotic target replacement	2	2	1.0	2	1.0
ERR1713337	reduced permeability to antibiotic	1	1	1.0	1	1.0
ERR1713339	antibiotic efflux	4	4	1.0	3	0.75
ERR1713339	antibiotic inactivation	2	2	1.0	2	1.0
ERR1713339	antibiotic target alteration	8	8	1.0	1	0.125
ERR1713339	antibiotic target protection	2	2	1.0	2	1.0
ERR1713343	antibiotic efflux	19	19	1.0	11	0.5789473684210527
ERR1713343	antibiotic inactivation	12	12	1.0	9	0.75
ERR1713343	antibiotic target alteration	20	20	1.0	3	0.15
ERR1713343	antibiotic target protection	4	4	1.0	4	1.0
ERR1713344	antibiotic efflux	47	47	1.0	18	0.3829787234042553
ERR1713344	antibiotic inactivation	42	42	1.0	32	0.7619047619047619
ERR1713344	antibiotic target alteration	97	97	1.0	5	0.05154639175257732
ERR1713344	antibiotic target protection	19	19	1.0	16	0.8421052631578947
ERR1713344	antibiotic target replacement	3	3	1.0	3	1.0
ERR1713344	reduced permeability to antibiotic	1	1	1.0	0	0.0
ERR1713346	antibiotic efflux	62	10	0.16129032258064516	10	0.16129032258064516
ERR1713346	antibiotic inactivation	27	6	0.2222222222222222	5	0.18518518518518517
ERR1713346	antibiotic target alteration	96	3	0.03125	3	0.03125
ERR1713346	antibiotic target protection	11	2	0.18181818181818182	2	0.18181818181818182
ERR1713346	antibiotic target replacement	2	1	0.5	1	0.5
ERR1713346	reduced permeability to antibiotic	3	1	0.3333333333333333	1	0.3333333333333333
ERR1713348	antibiotic efflux	26	5	0.19230769230769232	5	0.19230769230769232
ERR1713348	antibiotic inactivation	16	1	0.0625	1	0.0625
ERR1713348	antibiotic target alteration	35	2	0.05714285714285714	2	0.05714285714285714
ERR1713348	antibiotic target protection	6	0	0.0	0	0.0
ERR1713348	reduced permeability to antibiotic	1	0	0.0	0	0.0
ERR1713349	antibiotic efflux	97	97	1.0	47	0.4845360824742268
ERR1713349	antibiotic inactivation	38	38	1.0	28	0.7368421052631579
ERR1713349	antibiotic target alteration	133	133	1.0	31	0.23308270676691728
ERR1713349	antibiotic target protection	14	14	1.0	11	0.7857142857142857
ERR1713349	reduced permeability to antibiotic	1	1	1.0	0	0.0
ERR1713350	antibiotic efflux	106	106	1.0	67	0.6320754716981132
ERR1713350	antibiotic inactivation	51	51	1.0	35	0.6862745098039216
ERR1713350	antibiotic target alteration	212	212	1.0	58	0.27358490566037735
ERR1713350	antibiotic target protection	17	17	1.0	11	0.6470588235294118
ERR1713350	antibiotic target replacement	2	2	1.0	1	0.5
ERR1713350	reduced permeability to antibiotic	2	2	1.0	2	1.0
ERR1713352	antibiotic efflux	81	81	1.0	25	0.30864197530864196
ERR1713352	antibiotic inactivation	57	57	1.0	34	0.5964912280701754
ERR1713352	antibiotic target alteration	71	71	1.0	8	0.11267605633802817
ERR1713352	antibiotic target protection	5	5	1.0	4	0.8
ERR1713352	antibiotic target replacement	1	1	1.0	1	1.0
ERR1713354	antibiotic efflux	40	40	1.0	25	0.625
ERR1713354	antibiotic inactivation	23	23	1.0	17	0.7391304347826086
ERR1713354	antibiotic target alteration	47	47	1.0	14	0.2978723404255319
ERR1713354	antibiotic target protection	10	10	1.0	8	0.8
ERR1713354	antibiotic target replacement	1	1	1.0	1	1.0
ERR1713354	reduced permeability to antibiotic	1	1	1.0	1	1.0
ERR1713355	antibiotic efflux	89	89	1.0	45	0.5056179775280899
ERR1713355	antibiotic inactivation	64	64	1.0	41	0.640625
ERR1713355	antibiotic target alteration	180	180	1.0	45	0.25
ERR1713355	antibiotic target protection	15	15	1.0	11	0.7333333333333333
ERR1713355	antibiotic target replacement	1	1	1.0	1	1.0
ERR1713355	reduced permeability to antibiotic	2	2	1.0	1	0.5
ERR1713358	antibiotic efflux	39	5	0.1282051282051282	5	0.1282051282051282
ERR1713358	antibiotic inactivation	51	9	0.17647058823529413	9	0.17647058823529413
ERR1713358	antibiotic target alteration	137	0	0.0	0	0.0
ERR1713358	antibiotic target protection	13	2	0.15384615384615385	2	0.15384615384615385
ERR1713358	antibiotic target replacement	2	0	0.0	0	0.0
ERR1713359	antibiotic efflux	41	41	1.0	19	0.4634146341463415
ERR1713359	antibiotic inactivation	8	8	1.0	5	0.625
ERR1713359	antibiotic target alteration	26	26	1.0	9	0.34615384615384615
ERR1713359	antibiotic target protection	8	8	1.0	7	0.875
ERR1713361	antibiotic efflux	4	4	1.0	1	0.25
ERR1713361	antibiotic inactivation	4	4	1.0	4	1.0
ERR1713361	antibiotic target alteration	6	6	1.0	1	0.16666666666666666
