sample	cohort_memberships	source_mode	total_ARG_loci	mobile_ARG_loci	mobile_ARG_fraction	plasmid_like_ARG_loci	plasmid_like_ARG_fraction	virus_like_ARG_loci	virus_like_ARG_fraction	chromosome_like_ARG_loci	chromosome_like_ARG_fraction	canonical10_unique_ARG_loci	canonical10_mobile_ARG_loci	canonical10_mobile_ARG_fraction	canonical10_plasmid_ARG_loci	canonical10_plasmid_ARG_fraction	ARG_10class_Shannon	ARG_10class_richness	ARG_loci__Aminoglycoside	ARG_loci__Beta_lactam	ARG_loci__Fosfomycin	ARG_loci__MLS	ARG_loci__Phenicol	ARG_loci__Quinolone	ARG_loci__Rifamycin	ARG_loci__Sulfonamide	ARG_loci__Tetracycline	ARG_loci__Trimethoprim	ARG_present__Aminoglycoside	ARG_present__Beta_lactam	ARG_present__Fosfomycin	ARG_present__MLS	ARG_present__Phenicol	ARG_present__Quinolone	ARG_present__Rifamycin	ARG_present__Sulfonamide	ARG_present__Tetracycline	ARG_present__Trimethoprim	ARG_locus_fraction__Aminoglycoside	ARG_locus_fraction__Beta_lactam	ARG_locus_fraction__Fosfomycin	ARG_locus_fraction__MLS	ARG_locus_fraction__Phenicol	ARG_locus_fraction__Quinolone	ARG_locus_fraction__Rifamycin	ARG_locus_fraction__Sulfonamide	ARG_locus_fraction__Tetracycline	ARG_locus_fraction__Trimethoprim	mobile_ARG_loci__Aminoglycoside	mobile_ARG_loci__Beta_lactam	mobile_ARG_loci__Fosfomycin	mobile_ARG_loci__MLS	mobile_ARG_loci__Phenicol	mobile_ARG_loci__Quinolone	mobile_ARG_loci__Rifamycin	mobile_ARG_loci__Sulfonamide	mobile_ARG_loci__Tetracycline	mobile_ARG_loci__Trimethoprim	mobile_ARG_fraction__Aminoglycoside	mobile_ARG_fraction__Beta_lactam	mobile_ARG_fraction__Fosfomycin	mobile_ARG_fraction__MLS	mobile_ARG_fraction__Phenicol	mobile_ARG_fraction__Quinolone	mobile_ARG_fraction__Rifamycin	mobile_ARG_fraction__Sulfonamide	mobile_ARG_fraction__Tetracycline	mobile_ARG_fraction__Trimethoprim	plasmid_ARG_loci__Aminoglycoside	plasmid_ARG_loci__Beta_lactam	plasmid_ARG_loci__Fosfomycin	plasmid_ARG_loci__MLS	plasmid_ARG_loci__Phenicol	plasmid_ARG_loci__Quinolone	plasmid_ARG_loci__Rifamycin	plasmid_ARG_loci__Sulfonamide	plasmid_ARG_loci__Tetracycline	plasmid_ARG_loci__Trimethoprim	plasmid_ARG_fraction__Aminoglycoside	plasmid_ARG_fraction__Beta_lactam	plasmid_ARG_fraction__Fosfomycin	plasmid_ARG_fraction__MLS	plasmid_ARG_fraction__Phenicol	plasmid_ARG_fraction__Quinolone	plasmid_ARG_fraction__Rifamycin	plasmid_ARG_fraction__Sulfonamide	plasmid_ARG_fraction__Tetracycline	plasmid_ARG_fraction__Trimethoprim
ERR1713350	Hendriksen_Sensitivity_Aggregate;Selected8	strict_perfect	383	383	1.0	168	0.4386422976501306	20	0.05221932114882506	195	0.5091383812010444	120	120	1.0	78	0.65	1.979337315953822	9	16	36	8	26	15	37	10	0	45	3	1	1	1	1	1	1	1	0	1	1	0.08163265306122448	0.1836734693877551	0.04081632653061224	0.1326530612244898	0.07653061224489796	0.18877551020408162	0.05102040816326531	0.0	0.22959183673469388	0.015306122448979591	16	36	8	26	15	37	10	0	45	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	10	29	3	21	10	23	9	0	26	2	0.625	0.8055555555555556	0.375	0.8076923076923077	0.6666666666666666	0.6216216216216216	0.9	0.0	0.5777777777777777	0.6666666666666666
ERR1713352	Batch02_10countries_USA11	strict_perfect	215	215	1.0	72	0.33488372093023255	6	0.027906976744186046	137	0.6372093023255814	91	91	1.0	45	0.4945054945054945	1.9572905156863858	9	12	21	9	23	5	25	0	1	20	4	1	1	1	1	1	1	0	1	1	1	0.1	0.175	0.075	0.19166666666666668	0.041666666666666664	0.20833333333333334	0.0	0.008333333333333333	0.16666666666666666	0.03333333333333333	12	21	9	23	5	25	0	1	20	4	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11	8	4	14	1	6	0	1	7	1	0.9166666666666666	0.38095238095238093	0.4444444444444444	0.6086956521739131	0.2	0.24	0.0	1.0	0.35	0.25
ERR1713354	Hendriksen_Sensitivity_Aggregate;Selected8	strict_perfect	119	119	1.0	63	0.5294117647058824	4	0.03361344537815126	52	0.4369747899159664	59	59	1.0	44	0.7457627118644068	1.992358498391468	9	10	18	3	16	5	16	6	0	23	3	1	1	1	1	1	1	1	0	1	1	0.1	0.18	0.03	0.16	0.05	0.16	0.06	0.0	0.23	0.03	10	18	3	16	5	16	6	0	23	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	10	15	1	12	4	12	6	0	17	2	1.0	0.8333333333333334	0.3333333333333333	0.75	0.8	0.75	1.0	0.0	0.7391304347826086	0.6666666666666666
ERR1713355	Hendriksen_Sensitivity_Aggregate;Selected8	strict_perfect	345	345	1.0	141	0.40869565217391307	19	0.05507246376811594	185	0.5362318840579711	126	126	1.0	78	0.6190476190476191	2.013828095352382	9	21	33	14	28	13	37	9	0	37	2	1	1	1	1	1	1	1	0	1	1	0.10824742268041238	0.17010309278350516	0.07216494845360824	0.14432989690721648	0.06701030927835051	0.19072164948453607	0.04639175257731959	0.0	0.19072164948453607	0.010309278350515464	21	33	14	28	13	37	9	0	37	2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	18	24	3	19	10	21	7	0	20	2	0.8571428571428571	0.7272727272727273	0.21428571428571427	0.6785714285714286	0.7692307692307693	0.5675675675675675	0.7777777777777778	0.0	0.5405405405405406	1.0
ERR1713358	Batch01_Clean21_USA_Chicago11	strict_perfect	242	16	0.06611570247933884	16	0.06611570247933884	0	0.0	226	0.9338842975206612	76	15	0.19736842105263158	15	0.19736842105263158	1.8076029971138756	8	10	13	0	14	8	17	0	2	29	1	1	1	0	1	1	1	0	1	1	1	0.10638297872340426	0.13829787234042554	0.0	0.14893617021276595	0.0851063829787234	0.18085106382978725	0.0	0.02127659574468085	0.30851063829787234	0.010638297872340425	1	4	0	4	4	0	0	0	2	0	0.1	0.3076923076923077	0.0	0.2857142857142857	0.5	0.0	0.0	0.0	0.06896551724137931	0.0	1	4	0	4	4	0	0	0	2	0	0.1	0.3076923076923077	0.0	0.2857142857142857	0.5	0.0	0.0	0.0	0.06896551724137931	0.0
ERR1713359	Hendriksen_Sensitivity_Aggregate;Selected8	strict_perfect	80	80	1.0	39	0.4875	2	0.025	39	0.4875	45	45	1.0	26	0.5777777777777777	1.3851271854259215	7	0	5	2	2	4	28	3	0	32	0	0	1	1	1	1	1	1	0	1	0	0.0	0.06578947368421052	0.02631578947368421	0.02631578947368421	0.05263157894736842	0.3684210526315789	0.039473684210526314	0.0	0.42105263157894735	0.0	0	5	2	2	4	28	3	0	32	0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0	3	1	2	1	13	1	0	18	0	0.0	0.6	0.5	1.0	0.25	0.4642857142857143	0.3333333333333333	0.0	0.5625	0.0
ERR1713361	Hendriksen_Sensitivity_Aggregate;Selected8	strict_perfect	19	19	1.0	10	0.5263157894736842	0	0.0	9	0.47368421052631576	12	12	1.0	8	0.6666666666666666	1.2202821662722372	4	2	0	0	5	0	1	0	0	5	0	1	0	0	1	0	1	0	0	1	0	0.15384615384615385	0.0	0.0	0.38461538461538464	0.0	0.07692307692307693	0.0	0.0	0.38461538461538464	0.0	2	0	0	5	0	1	0	0	5	0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2	0	0	3	0	0	0	0	3	0	1.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.6	0.0
ERR1713362	Batch02_10countries_USA11;Hendriksen_Sensitivity_Aggregate;Selected8	strict_perfect	410	410	1.0	177	0.4317073170731707	18	0.04390243902439024	215	0.524390243902439	178	178	1.0	119	0.6685393258426966	2.070696849689219	10	29	58	12	40	26	73	23	2	63	16	1	1	1	1	1	1	1	1	1	1	0.0847953216374269	0.1695906432748538	0.03508771929824561	0.11695906432748537	0.07602339181286549	0.2134502923976608	0.06725146198830409	0.005847953216374269	0.18421052631578946	0.04678362573099415	29	58	12	40	26	73	23	2	63	16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	23	40	6	29	15	41	16	2	42	10	0.7931034482758621	0.6896551724137931	0.5	0.725	0.5769230769230769	0.5616438356164384	0.6956521739130435	1.0	0.6666666666666666	0.625
ERR1713365	Hendriksen_Sensitivity_Aggregate;Selected8	strict_perfect	86	86	1.0	45	0.5232558139534884	1	0.011627906976744186	40	0.46511627906976744	42	42	1.0	30	0.7142857142857143	1.754454705595334	7	11	10	2	8	1	5	0	0	10	0	1	1	1	1	1	1	0	0	1	0	0.23404255319148937	0.2127659574468085	0.0425531914893617	0.1702127659574468	0.02127659574468085	0.10638297872340426	0.0	0.0	0.2127659574468085	0.0	11	10	2	8	1	5	0	0	10	0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	7	9	1	5	1	2	0	0	7	0	0.6363636363636364	0.9	0.5	0.625	1.0	0.4	0.0	0.0	0.7	0.0
ERR1713366	Batch04A_NewCountries	strict_perfect	15	0	0.0	0	0.0	0	0.0	15	1.0	11	0	0.0	0	0.0	1.4377014436429412	5	2	2	0	6	0	1	0	0	3	0	1	1	0	1	0	1	0	0	1	0	0.14285714285714285	0.14285714285714285	0.0	0.42857142857142855	0.0	0.07142857142857142	0.0	0.0	0.21428571428571427	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1713367	Batch01_Clean21_USA_Chicago11	strict_perfect	214	23	0.10747663551401869	23	0.10747663551401869	0	0.0	191	0.8925233644859814	83	20	0.24096385542168675	20	0.24096385542168675	1.9049361261444062	9	11	21	2	19	6	13	3	0	21	1	1	1	1	1	1	1	1	0	1	1	0.1134020618556701	0.21649484536082475	0.020618556701030927	0.1958762886597938	0.061855670103092786	0.13402061855670103	0.030927835051546393	0.0	0.21649484536082475	0.010309278350515464	3	6	0	4	2	1	2	0	2	0	0.2727272727272727	0.2857142857142857	0.0	0.21052631578947367	0.3333333333333333	0.07692307692307693	0.6666666666666666	0.0	0.09523809523809523	0.0	3	6	0	4	2	1	2	0	2	0	0.2727272727272727	0.2857142857142857	0.0	0.21052631578947367	0.3333333333333333	0.07692307692307693	0.6666666666666666	0.0	0.09523809523809523	0.0
ERR1713368	Batch04A_NewCountries	strict_perfect	260	33	0.12692307692307692	33	0.12692307692307692	0	0.0	227	0.8730769230769231	121	26	0.21487603305785125	26	0.21487603305785125	1.9997842047782761	10	24	25	6	33	10	26	5	1	31	3	1	1	1	1	1	1	1	1	1	1	0.14634146341463414	0.1524390243902439	0.036585365853658534	0.20121951219512196	0.06097560975609756	0.15853658536585366	0.03048780487804878	0.006097560975609756	0.18902439024390244	0.018292682926829267	4	4	0	11	3	3	2	0	8	0	0.16666666666666666	0.16	0.0	0.3333333333333333	0.3	0.11538461538461539	0.4	0.0	0.25806451612903225	0.0	4	4	0	11	3	3	2	0	8	0	0.16666666666666666	0.16	0.0	0.3333333333333333	0.3	0.11538461538461539	0.4	0.0	0.25806451612903225	0.0
ERR1713369	Hendriksen_Sensitivity_Aggregate;Selected8	strict_perfect	278	278	1.0	133	0.4784172661870504	8	0.02877697841726619	137	0.49280575539568344	137	137	1.0	93	0.6788321167883211	2.086695627911045	10	21	36	10	31	15	30	9	1	39	10	1	1	1	1	1	1	1	1	1	1	0.10396039603960396	0.1782178217821782	0.04950495049504951	0.15346534653465346	0.07425742574257425	0.1485148514851485	0.04455445544554455	0.0049504950495049506	0.19306930693069307	0.04950495049504951	21	36	10	31	15	30	9	1	39	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14	24	3	20	9	12	3	1	21	8	0.6666666666666666	0.6666666666666666	0.3	0.6451612903225806	0.6	0.4	0.3333333333333333	1.0	0.5384615384615384	0.8
ERR1713370	Batch03_Global10	strict_perfect	301	41	0.1362126245847176	39	0.12956810631229235	2	0.006644518272425249	260	0.8637873754152824	131	34	0.2595419847328244	32	0.24427480916030533	1.9262058616236912	9	20	34	0	29	19	42	8	4	50	2	1	1	0	1	1	1	1	1	1	1	0.09615384615384616	0.16346153846153846	0.0	0.13942307692307693	0.09134615384615384	0.20192307692307693	0.038461538461538464	0.019230769230769232	0.2403846153846154	0.009615384615384616	7	5	0	11	3	4	0	1	4	1	0.35	0.14705882352941177	0.0	0.3793103448275862	0.15789473684210525	0.09523809523809523	0.0	0.25	0.08	0.5	7	4	0	10	3	4	0	1	4	1	0.35	0.11764705882352941	0.0	0.3448275862068966	0.15789473684210525	0.09523809523809523	0.0	0.25	0.08	0.5
ERR1713371	Batch04B_NewCountries	strict_perfect	215	38	0.17674418604651163	38	0.17674418604651163	0	0.0	177	0.8232558139534883	146	32	0.2191780821917808	32	0.2191780821917808	1.9343307654114745	9	17	46	13	29	17	76	17	0	64	5	1	1	1	1	1	1	1	0	1	1	0.05985915492957746	0.1619718309859155	0.045774647887323945	0.10211267605633803	0.05985915492957746	0.2676056338028169	0.05985915492957746	0.0	0.22535211267605634	0.017605633802816902	4	6	2	6	4	18	3	0	11	2	0.23529411764705882	0.13043478260869565	0.15384615384615385	0.20689655172413793	0.23529411764705882	0.23684210526315788	0.17647058823529413	0.0	0.171875	0.4	4	6	2	6	4	18	3	0	11	2	0.23529411764705882	0.13043478260869565	0.15384615384615385	0.20689655172413793	0.23529411764705882	0.23684210526315788	0.17647058823529413	0.0	0.171875	0.4
ERR1713372	Batch01_Clean21_USA_Chicago11	strict_perfect	235	32	0.13617021276595745	29	0.12340425531914893	3	0.01276595744680851	203	0.8638297872340426	93	22	0.23655913978494625	21	0.22580645161290322	2.0129498821290794	9	14	29	6	22	11	24	10	0	28	2	1	1	1	1	1	1	1	0	1	1	0.0958904109589041	0.19863013698630136	0.0410958904109589	0.1506849315068493	0.07534246575342465	0.1643835616438356	0.0684931506849315	0.0	0.1917808219178082	0.0136986301369863	4	5	1	6	2	4	1	0	5	0	0.2857142857142857	0.1724137931034483	0.16666666666666666	0.2727272727272727	0.18181818181818182	0.16666666666666666	0.1	0.0	0.17857142857142858	0.0	4	5	1	5	2	4	1	0	5	0	0.2857142857142857	0.1724137931034483	0.16666666666666666	0.22727272727272727	0.18181818181818182	0.16666666666666666	0.1	0.0	0.17857142857142858	0.0
ERR1713379	Batch02_10countries_USA11	strict_perfect	9	9	1.0	4	0.4444444444444444	0	0.0	5	0.5555555555555556	5	5	1.0	4	0.8	0.6730116670092565	2	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.4	0.0	0	0	0	3	0	0	0	0	2	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	2	0	0	0	0	2	0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.0	0.0
ERR1713381	Batch04A_NewCountries	strict_perfect	428	36	0.08411214953271028	34	0.0794392523364486	2	0.004672897196261682	392	0.9158878504672897	104	29	0.27884615384615385	28	0.2692307692307692	1.8205217485148601	10	14	10	2	28	6	7	2	2	37	2	1	1	1	1	1	1	1	1	1	1	0.12727272727272726	0.09090909090909091	0.01818181818181818	0.2545454545454545	0.05454545454545454	0.06363636363636363	0.01818181818181818	0.01818181818181818	0.33636363636363636	0.01818181818181818	2	4	0	10	2	0	0	0	10	1	0.14285714285714285	0.4	0.0	0.35714285714285715	0.3333333333333333	0.0	0.0	0.0	0.2702702702702703	0.5	2	4	0	9	2	0	0	0	10	1	0.14285714285714285	0.4	0.0	0.32142857142857145	0.3333333333333333	0.0	0.0	0.0	0.2702702702702703	0.5
ERR1713382	Batch03_Global10	strict_perfect	215	24	0.11162790697674418	24	0.11162790697674418	0	0.0	191	0.8883720930232558	86	12	0.13953488372093023	12	0.13953488372093023	1.8347679255019114	9	7	22	5	11	11	44	10	0	42	1	1	1	1	1	1	1	1	0	1	1	0.0457516339869281	0.1437908496732026	0.032679738562091505	0.0718954248366013	0.0718954248366013	0.2875816993464052	0.06535947712418301	0.0	0.27450980392156865	0.006535947712418301	2	2	3	0	0	4	0	0	5	0	0.2857142857142857	0.09090909090909091	0.6	0.0	0.0	0.09090909090909091	0.0	0.0	0.11904761904761904	0.0	2	2	3	0	0	4	0	0	5	0	0.2857142857142857	0.09090909090909091	0.6	0.0	0.0	0.09090909090909091	0.0	0.0	0.11904761904761904	0.0
ERR1713384	Batch04B_NewCountries	strict_perfect	425	50	0.11764705882352941	49	0.11529411764705882	1	0.002352941176470588	375	0.8823529411764706	182	39	0.21428571428571427	38	0.2087912087912088	2.0095732512155924	10	22	47	10	44	20	52	12	2	61	6	1	1	1	1	1	1	1	1	1	1	0.07971014492753623	0.17028985507246377	0.036231884057971016	0.15942028985507245	0.07246376811594203	0.18840579710144928	0.043478260869565216	0.007246376811594203	0.2210144927536232	0.021739130434782608	3	11	1	13	4	9	3	0	8	1	0.13636363636363635	0.23404255319148937	0.1	0.29545454545454547	0.2	0.17307692307692307	0.25	0.0	0.13114754098360656	0.16666666666666666	3	11	1	12	4	9	3	0	8	1	0.13636363636363635	0.23404255319148937	0.1	0.2727272727272727	0.2	0.17307692307692307	0.25	0.0	0.13114754098360656	0.16666666666666666
ERR1713385	Batch03_Global10	strict_perfect	255	34	0.13333333333333333	32	0.12549019607843137	2	0.00784313725490196	221	0.8666666666666667	117	26	0.2222222222222222	25	0.21367521367521367	2.019158682970314	10	16	35	5	32	16	29	9	1	29	3	1	1	1	1	1	1	1	1	1	1	0.09142857142857143	0.2	0.02857142857142857	0.18285714285714286	0.09142857142857143	0.1657142857142857	0.05142857142857143	0.005714285714285714	0.1657142857142857	0.017142857142857144	3	8	0	7	4	6	2	0	6	0	0.1875	0.22857142857142856	0.0	0.21875	0.25	0.20689655172413793	0.2222222222222222	0.0	0.20689655172413793	0.0	3	7	0	7	4	6	2	0	6	0	0.1875	0.2	0.0	0.21875	0.25	0.20689655172413793	0.2222222222222222	0.0	0.20689655172413793	0.0
ERR1713386	Batch03_Global10	strict_perfect	348	57	0.16379310344827586	56	0.16091954022988506	1	0.0028735632183908046	291	0.8362068965517241	214	45	0.2102803738317757	44	0.205607476635514	1.9750498704268717	10	26	79	7	46	31	96	31	2	83	10	1	1	1	1	1	1	1	1	1	1	0.06326034063260341	0.1922141119221411	0.0170316301703163	0.11192214111922141	0.07542579075425791	0.23357664233576642	0.07542579075425791	0.004866180048661801	0.20194647201946472	0.024330900243309004	6	10	2	9	7	19	7	0	19	1	0.23076923076923078	0.12658227848101267	0.2857142857142857	0.1956521739130435	0.22580645161290322	0.19791666666666666	0.22580645161290322	0.0	0.2289156626506024	0.1	6	10	2	9	7	19	7	0	18	1	0.23076923076923078	0.12658227848101267	0.2857142857142857	0.1956521739130435	0.22580645161290322	0.19791666666666666	0.22580645161290322	0.0	0.21686746987951808	0.1
ERR1713394	Batch04A_NewCountries	strict_perfect	410	24	0.05853658536585366	23	0.05609756097560976	1	0.0024390243902439024	386	0.9414634146341463	156	21	0.1346153846153846	20	0.1282051282051282	1.843196766109579	10	13	24	4	37	12	44	2	2	67	6	1	1	1	1	1	1	1	1	1	1	0.061611374407582936	0.11374407582938388	0.018957345971563982	0.17535545023696683	0.05687203791469194	0.20853080568720378	0.009478672985781991	0.009478672985781991	0.3175355450236967	0.02843601895734597	1	4	0	5	2	1	0	0	9	0	0.07692307692307693	0.16666666666666666	0.0	0.13513513513513514	0.16666666666666666	0.022727272727272728	0.0	0.0	0.13432835820895522	0.0	1	4	0	5	2	1	0	0	8	0	0.07692307692307693	0.16666666666666666	0.0	0.13513513513513514	0.16666666666666666	0.022727272727272728	0.0	0.0	0.11940298507462686	0.0
ERR1713397	USA_CrossStudy8	strict_perfect	263	20	0.07604562737642585	20	0.07604562737642585	0	0.0	243	0.9239543726235742	80	10	0.125	10	0.125	1.8359556560784236	9	10	12	2	19	6	16	4	0	39	2	1	1	1	1	1	1	1	0	1	1	0.09090909090909091	0.10909090909090909	0.01818181818181818	0.17272727272727273	0.05454545454545454	0.14545454545454545	0.03636363636363636	0.0	0.35454545454545455	0.01818181818181818	0	0	0	4	0	2	0	0	6	0	0.0	0.0	0.0	0.21052631578947367	0.0	0.125	0.0	0.0	0.15384615384615385	0.0	0	0	0	4	0	2	0	0	6	0	0.0	0.0	0.0	0.21052631578947367	0.0	0.125	0.0	0.0	0.15384615384615385	0.0
ERR1713398	USA_CrossStudy8	strict_perfect	147	15	0.10204081632653061	15	0.10204081632653061	0	0.0	132	0.8979591836734694	39	6	0.15384615384615385	6	0.15384615384615385	1.8040423259378824	9	6	3	1	10	1	5	2	0	15	1	1	1	1	1	1	1	1	0	1	1	0.13636363636363635	0.06818181818181818	0.022727272727272728	0.22727272727272727	0.022727272727272728	0.11363636363636363	0.045454545454545456	0.0	0.3409090909090909	0.022727272727272728	1	1	0	2	0	0	1	0	1	0	0.16666666666666666	0.3333333333333333	0.0	0.2	0.0	0.0	0.5	0.0	0.06666666666666667	0.0	1	1	0	2	0	0	1	0	1	0	0.16666666666666666	0.3333333333333333	0.0	0.2	0.0	0.0	0.5	0.0	0.06666666666666667	0.0
ERR1713399	Batch01_Clean21_USA_Chicago11	strict_perfect	78	6	0.07692307692307693	6	0.07692307692307693	0	0.0	72	0.9230769230769231	24	5	0.20833333333333334	5	0.20833333333333334	1.4302848576741605	5	1	5	0	8	0	4	0	0	10	0	1	1	0	1	0	1	0	0	1	0	0.03571428571428571	0.17857142857142858	0.0	0.2857142857142857	0.0	0.14285714285714285	0.0	0.0	0.35714285714285715	0.0	0	1	0	2	0	0	0	0	2	0	0.0	0.2	0.0	0.25	0.0	0.0	0.0	0.0	0.2	0.0	0	1	0	2	0	0	0	0	2	0	0.0	0.2	0.0	0.25	0.0	0.0	0.0	0.0	0.2	0.0
ERR1713400	USA_CrossStudy8	strict_perfect	215	25	0.11627906976744186	25	0.11627906976744186	0	0.0	190	0.8837209302325582	86	17	0.19767441860465115	17	0.19767441860465115	1.9482264669071343	9	8	22	4	27	8	24	5	0	25	3	1	1	1	1	1	1	1	0	1	1	0.06349206349206349	0.1746031746031746	0.031746031746031744	0.21428571428571427	0.06349206349206349	0.19047619047619047	0.03968253968253968	0.0	0.1984126984126984	0.023809523809523808	0	2	0	8	1	3	0	0	4	0	0.0	0.09090909090909091	0.0	0.2962962962962963	0.125	0.125	0.0	0.0	0.16	0.0	0	2	0	8	1	3	0	0	4	0	0.0	0.09090909090909091	0.0	0.2962962962962963	0.125	0.125	0.0	0.0	0.16	0.0
ERR1713403	Batch02_10countries_USA11	strict_perfect	48	48	1.0	16	0.3333333333333333	4	0.08333333333333333	28	0.5833333333333334	19	19	1.0	13	0.6842105263157895	1.6333960726341687	7	1	2	0	8	1	3	0	0	6	1	1	1	0	1	1	1	0	0	1	1	0.045454545454545456	0.09090909090909091	0.0	0.36363636363636365	0.045454545454545456	0.13636363636363635	0.0	0.0	0.2727272727272727	0.045454545454545456	1	2	0	8	1	3	0	0	6	1	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1	2	0	6	1	1	0	0	3	1	1.0	1.0	0.0	0.75	1.0	0.3333333333333333	0.0	0.0	0.5	1.0
ERR1713405	USA_CrossStudy8	strict_perfect	373	34	0.09115281501340483	34	0.09115281501340483	0	0.0	339	0.9088471849865952	148	24	0.16216216216216217	24	0.16216216216216217	2.0257603159427213	9	21	46	11	36	20	45	17	0	54	6	1	1	1	1	1	1	1	0	1	1	0.08203125	0.1796875	0.04296875	0.140625	0.078125	0.17578125	0.06640625	0.0	0.2109375	0.0234375	1	6	1	11	3	5	3	0	8	0	0.047619047619047616	0.13043478260869565	0.09090909090909091	0.3055555555555556	0.15	0.1111111111111111	0.17647058823529413	0.0	0.14814814814814814	0.0	1	6	1	11	3	5	3	0	8	0	0.047619047619047616	0.13043478260869565	0.09090909090909091	0.3055555555555556	0.15	0.1111111111111111	0.17647058823529413	0.0	0.14814814814814814	0.0
ERR1713406	USA_CrossStudy8	strict_perfect	277	26	0.09386281588447654	26	0.09386281588447654	0	0.0	251	0.9061371841155235	132	22	0.16666666666666666	22	0.16666666666666666	1.910187130474561	9	14	26	5	20	14	47	9	0	55	5	1	1	1	1	1	1	1	0	1	1	0.07179487179487179	0.13333333333333333	0.02564102564102564	0.10256410256410256	0.07179487179487179	0.24102564102564103	0.046153846153846156	0.0	0.28205128205128205	0.02564102564102564	6	3	1	6	3	2	0	0	3	0	0.42857142857142855	0.11538461538461539	0.2	0.3	0.21428571428571427	0.0425531914893617	0.0	0.0	0.05454545454545454	0.0	6	3	1	6	3	2	0	0	3	0	0.42857142857142855	0.11538461538461539	0.2	0.3	0.21428571428571427	0.0425531914893617	0.0	0.0	0.05454545454545454	0.0
ERR1713407	Batch04B_NewCountries	strict_perfect	395	53	0.1341772151898734	53	0.1341772151898734	0	0.0	342	0.8658227848101265	258	43	0.16666666666666666	43	0.16666666666666666	2.00010996144119	10	41	92	15	56	36	132	40	2	115	18	1	1	1	1	1	1	1	1	1	1	0.07495429616087751	0.16819012797074953	0.027422303473491772	0.10237659963436929	0.06581352833638025	0.2413162705667276	0.07312614259597806	0.003656307129798903	0.21023765996343693	0.03290676416819013	6	16	0	10	11	24	9	0	20	1	0.14634146341463414	0.17391304347826086	0.0	0.17857142857142858	0.3055555555555556	0.18181818181818182	0.225	0.0	0.17391304347826086	0.05555555555555555	6	16	0	10	11	24	9	0	20	1	0.14634146341463414	0.17391304347826086	0.0	0.17857142857142858	0.3055555555555556	0.18181818181818182	0.225	0.0	0.17391304347826086	0.05555555555555555
ERR1713408	Batch04A_NewCountries	strict_perfect	281	26	0.09252669039145907	25	0.08896797153024912	1	0.0035587188612099642	255	0.9074733096085409	100	22	0.22	21	0.21	1.969803484376081	9	21	29	2	21	12	21	7	0	31	3	1	1	1	1	1	1	1	0	1	1	0.14285714285714285	0.19727891156462585	0.013605442176870748	0.14285714285714285	0.08163265306122448	0.14285714285714285	0.047619047619047616	0.0	0.2108843537414966	0.02040816326530612	3	6	1	7	3	5	2	0	5	0	0.14285714285714285	0.20689655172413793	0.5	0.3333333333333333	0.25	0.23809523809523808	0.2857142857142857	0.0	0.16129032258064516	0.0	3	6	1	6	3	5	2	0	5	0	0.14285714285714285	0.20689655172413793	0.5	0.2857142857142857	0.25	0.23809523809523808	0.2857142857142857	0.0	0.16129032258064516	0.0
ERR1713409	Batch01_Clean21_USA_Chicago11	strict_perfect	202	23	0.11386138613861387	22	0.10891089108910891	1	0.0049504950495049506	179	0.8861386138613861	85	19	0.2235294117647059	18	0.21176470588235294	2.0080193401556676	9	18	27	5	28	7	19	7	0	21	4	1	1	1	1	1	1	1	0	1	1	0.1323529411764706	0.19852941176470587	0.03676470588235294	0.20588235294117646	0.051470588235294115	0.13970588235294118	0.051470588235294115	0.0	0.15441176470588236	0.029411764705882353	5	4	1	6	0	4	0	0	3	0	0.2777777777777778	0.14814814814814814	0.2	0.21428571428571427	0.0	0.21052631578947367	0.0	0.0	0.14285714285714285	0.0	5	3	1	6	0	4	0	0	3	0	0.2777777777777778	0.1111111111111111	0.2	0.21428571428571427	0.0	0.21052631578947367	0.0	0.0	0.14285714285714285	0.0
