sample	Best_Hit_ARO	ARO	ARG_loci	mobile_ARG_loci	mobile_ARG_fraction	plasmid_ARG_loci	plasmid_ARG_fraction
ERR1713346	vanY gene in vanG cluster	3002959	6	1	0.16666666666666666	1	0.16666666666666666
ERR1713348	CRP	3000518	1	0	0.0	0	0.0
ERR1713348	EreA2	3002826	1	0	0.0	0	0.0
ERR1713348	EreD	3004608	1	0	0.0	0	0.0
ERR1713348	ErmB	3000375	1	1	1.0	1	1.0
ERR1713348	ErmF	3000498	1	0	0.0	0	0.0
ERR1713348	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	3003807	1	1	1.0	1	1.0
ERR1713348	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	1	0	0.0	0	0.0
ERR1713348	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	3003889	1	0	0.0	0	0.0
ERR1713348	Escherichia coli soxS with mutation conferring antibiotic resistance	3003511	1	0	0.0	0	0.0
ERR1713348	GES-1	3002330	1	0	0.0	0	0.0
ERR1713348	H-NS	3000676	1	0	0.0	0	0.0
ERR1713348	OXA-10	3001405	1	1	1.0	1	1.0
ERR1713348	OXA-119	3001775	1	0	0.0	0	0.0
ERR1713348	OXA-2	3001397	1	0	0.0	0	0.0
ERR1713348	OXA-58	3001611	1	0	0.0	0	0.0
ERR1713348	OXA-644	3005864	1	0	0.0	0	0.0
ERR1713348	Pseudomonas aeruginosa soxR	3004107	1	0	0.0	0	0.0
ERR1713348	aadA5	3002605	1	0	0.0	0	0.0
ERR1713348	aadA6	3002606	1	0	0.0	0	0.0
ERR1713348	aadS	3004683	1	0	0.0	0	0.0
ERR1713348	adeF	3000777	4	1	0.25	1	0.25
ERR1713348	cpxA	3000830	1	0	0.0	0	0.0
ERR1713348	emrR	3000516	1	0	0.0	0	0.0
ERR1713348	eptA	3003576	1	0	0.0	0	0.0
ERR1713348	lnuB	3002836	2	0	0.0	0	0.0
ERR1713348	mefJ	3007049	1	0	0.0	0	0.0
ERR1713348	mphE	3003741	1	0	0.0	0	0.0
ERR1713348	mphG	3003742	1	0	0.0	0	0.0
ERR1713348	msrE	3003109	1	0	0.0	0	0.0
ERR1713348	nimE	3007107	1	0	0.0	0	0.0
ERR1713348	qacG	3007015	4	0	0.0	0	0.0
ERR1713348	qacJ	3007014	6	1	0.16666666666666666	1	0.16666666666666666
ERR1713348	qacL	3005098	3	1	0.3333333333333333	1	0.3333333333333333
ERR1713348	tet(32)	3000196	1	0	0.0	0	0.0
ERR1713348	tet(39)	3000566	1	1	1.0	1	1.0
ERR1713348	tet(O)	3000190	2	0	0.0	0	0.0
ERR1713348	tet(Q)	3000191	1	0	0.0	0	0.0
ERR1713348	tet(W)	3000194	1	0	0.0	0	0.0
ERR1713348	vanG	3002909	1	0	0.0	0	0.0
ERR1713348	vanH gene in vanM cluster	3002947	1	0	0.0	0	0.0
ERR1713348	vanH gene in vanO cluster	3002948	2	0	0.0	0	0.0
ERR1713348	vanT gene in vanG cluster	3002972	7	0	0.0	0	0.0
ERR1713348	vanW gene in vanG cluster	3002965	2	0	0.0	0	0.0
ERR1713348	vanW gene in vanI cluster	3003724	4	0	0.0	0	0.0
ERR1713348	vanY gene in vanB cluster	3002956	5	0	0.0	0	0.0
ERR1713348	vanY gene in vanF cluster	3002958	1	0	0.0	0	0.0
ERR1713348	vanY gene in vanG cluster	3002959	1	0	0.0	0	0.0
ERR1713348	vanY gene in vanM cluster	3002961	3	0	0.0	0	0.0
ERR1713349	AAC(6')-Ib9	3002580	1	1	1.0	1	1.0
ERR1713349	AIM-1	3000853	1	1	1.0	0	0.0
ERR1713349	ArnT	3005053	2	2	1.0	0	0.0
ERR1713349	CARB-16	3002255	1	1	1.0	0	0.0
ERR1713349	CRP	3000518	2	2	1.0	2	1.0
ERR1713349	Campylobacter coli chloramphenicol acetyltransferase	3004454	1	1	1.0	1	1.0
ERR1713349	CblA-1	3002999	1	1	1.0	1	1.0
ERR1713349	CfxA2	3003002	1	1	1.0	1	1.0
ERR1713349	CfxA6	3003097	1	1	1.0	1	1.0
ERR1713349	EreA2	3002826	1	1	1.0	1	1.0
ERR1713349	EreD	3004608	1	1	1.0	0	0.0
ERR1713349	ErmF	3000498	1	1	1.0	1	1.0
ERR1713349	ErmG	3000522	1	1	1.0	1	1.0
ERR1713349	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	3003807	1	1	1.0	1	1.0
ERR1713349	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	3003378	1	1	1.0	1	1.0
ERR1713349	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	1	1	1.0	0	0.0
ERR1713349	Escherichia coli mdfA	3001328	1	1	1.0	0	0.0
ERR1713349	Escherichia coli soxS with mutation conferring antibiotic resistance	3003511	1	1	1.0	0	0.0
ERR1713349	FosI	3007370	4	4	1.0	2	0.5
ERR1713349	FosXCC	3003208	1	1	1.0	0	0.0
ERR1713349	GES-5	3002334	1	1	1.0	1	1.0
ERR1713349	H-NS	3000676	1	1	1.0	0	0.0
ERR1713349	ICR-Mo	3004569	1	1	1.0	0	0.0
ERR1713349	Klebsiella pneumoniae KpnE	3004580	1	1	1.0	1	1.0
ERR1713349	Klebsiella pneumoniae KpnH	3004597	1	1	1.0	0	0.0
ERR1713349	LnuH	3004600	1	1	1.0	1	1.0
ERR1713349	Mef(En2)	3004659	1	1	1.0	1	1.0
ERR1713349	NPS-1	3004239	1	1	1.0	0	0.0
ERR1713349	OXA-10	3001405	1	1	1.0	1	1.0
ERR1713349	OXA-20	3001415	1	1	1.0	1	1.0
ERR1713349	OXA-347	3001777	1	1	1.0	1	1.0
ERR1713349	OXA-58	3001611	1	1	1.0	1	1.0
ERR1713349	Pseudomonas aeruginosa soxR	3004107	1	1	1.0	0	0.0
ERR1713349	RCP-1	3003563	1	1	1.0	1	1.0
ERR1713349	aadA27	3004682	1	1	1.0	1	1.0
ERR1713349	aadA5	3002605	1	1	1.0	1	1.0
ERR1713349	aadA6	3002606	2	2	1.0	2	1.0
ERR1713349	aadS	3004683	1	1	1.0	1	1.0
ERR1713349	acrB	3000216	1	1	1.0	1	1.0
ERR1713349	adeF	3000777	13	13	1.0	4	0.3076923076923077
ERR1713349	bacA	3002986	1	1	1.0	0	0.0
ERR1713349	catQ	3002687	1	1	1.0	0	0.0
ERR1713349	cfrC	3004146	1	1	1.0	1	1.0
ERR1713349	emrB	3000074	1	1	1.0	1	1.0
ERR1713349	emrR	3000516	2	2	1.0	2	1.0
ERR1713349	evgA	3000832	1	1	1.0	1	1.0
ERR1713349	fosA5	3003209	2	2	1.0	2	1.0
ERR1713349	gadX	3000508	1	1	1.0	0	0.0
ERR1713349	leuO	3003843	2	2	1.0	2	1.0
ERR1713349	lnuB	3002836	1	1	1.0	1	1.0
ERR1713349	lnuC	3002837	1	1	1.0	1	1.0
ERR1713349	lnuG	3004085	1	1	1.0	1	1.0
ERR1713349	mdtE	3000795	1	1	1.0	1	1.0
ERR1713349	mdtN	3003548	1	1	1.0	1	1.0
ERR1713349	mdtP	3003550	1	1	1.0	1	1.0
ERR1713349	mefF	3007044	1	1	1.0	1	1.0
ERR1713349	mefJ	3007049	1	1	1.0	1	1.0
ERR1713349	mphE	3003741	1	1	1.0	1	1.0
ERR1713349	mphG	3003742	2	2	1.0	1	0.5
ERR1713349	msr(G)	3007042	1	1	1.0	1	1.0
ERR1713349	msrE	3003109	1	1	1.0	1	1.0
ERR1713349	nimA	3007104	1	1	1.0	0	0.0
ERR1713349	patB	3000025	1	1	1.0	0	0.0
ERR1713349	qacE	3005009	1	1	1.0	1	1.0
ERR1713349	qacG	3007015	30	30	1.0	12	0.4
ERR1713349	qacJ	3007014	19	19	1.0	7	0.3684210526315789
ERR1713349	qacL	3005098	2	2	1.0	2	1.0
ERR1713349	rsmA	3005069	5	5	1.0	2	0.4
ERR1713349	tet(32)	3000196	1	1	1.0	1	1.0
ERR1713349	tet(39)	3000566	1	1	1.0	1	1.0
ERR1713349	tet(40)	3000567	1	1	1.0	0	0.0
ERR1713349	tet(44)	3000556	1	1	1.0	1	1.0
ERR1713349	tet(M)	3000186	2	2	1.0	2	1.0
ERR1713349	tet(O)	3000190	1	1	1.0	1	1.0
ERR1713349	tet(Q)	3000191	5	5	1.0	2	0.4
ERR1713349	tet(S)	3000192	1	1	1.0	1	1.0
ERR1713349	tet(W)	3000194	1	1	1.0	1	1.0
ERR1713349	tet(X)	3000205	1	1	1.0	1	1.0
ERR1713349	vanG	3002909	7	7	1.0	2	0.2857142857142857
ERR1713349	vanH gene in vanB cluster	3002943	1	1	1.0	0	0.0
ERR1713349	vanH gene in vanM cluster	3002947	1	1	1.0	0	0.0
ERR1713349	vanH gene in vanO cluster	3002948	4	4	1.0	2	0.5
ERR1713349	vanT gene in vanG cluster	3002972	47	47	1.0	7	0.14893617021276595
ERR1713349	vanU gene in vanG cluster	3004253	1	1	1.0	1	1.0
ERR1713349	vanW gene in vanG cluster	3002965	10	10	1.0	3	0.3
ERR1713349	vanW gene in vanI cluster	3003724	16	16	1.0	2	0.125
ERR1713349	vanXY gene in vanG cluster	3003069	1	1	1.0	1	1.0
ERR1713349	vanY gene in vanA cluster	3002955	1	1	1.0	1	1.0
ERR1713349	vanY gene in vanB cluster	3002956	16	16	1.0	4	0.25
ERR1713349	vanY gene in vanF cluster	3002958	5	5	1.0	1	0.2
ERR1713349	vanY gene in vanG cluster	3002959	2	2	1.0	1	0.5
ERR1713349	vanY gene in vanM cluster	3002961	9	9	1.0	1	0.1111111111111111
ERR1713350	ACI-1	3004359	1	1	1.0	0	0.0
ERR1713350	AIM-1	3000853	1	1	1.0	0	0.0
ERR1713350	ANT(6)-Ia	3002626	1	1	1.0	1	1.0
ERR1713350	APH(3')-IXa	3004087	1	1	1.0	0	0.0
ERR1713350	Acinetobacter baumannii AbaF	3004573	1	1	1.0	0	0.0
ERR1713350	AcrE	3000499	1	1	1.0	1	1.0
ERR1713350	AcrF	3000502	1	1	1.0	1	1.0
ERR1713350	ArnT	3005053	1	1	1.0	1	1.0
ERR1713350	CARB-16	3002255	1	1	1.0	1	1.0
ERR1713350	CRP	3000518	1	1	1.0	1	1.0
ERR1713350	Campylobacter coli chloramphenicol acetyltransferase	3004454	1	1	1.0	1	1.0
ERR1713350	CblA-1	3002999	1	1	1.0	0	0.0
ERR1713350	CfxA2	3003002	1	1	1.0	1	1.0
ERR1713350	CfxA6	3003097	1	1	1.0	1	1.0
ERR1713350	EC-15	3006876	1	1	1.0	1	1.0
ERR1713350	ESP-1	3003717	1	1	1.0	0	0.0
ERR1713350	EreA2	3002826	1	1	1.0	1	1.0
ERR1713350	EreD	3004608	1	1	1.0	0	0.0
ERR1713350	ErmF	3000498	1	1	1.0	0	0.0
ERR1713350	ErmG	3000522	1	1	1.0	0	0.0
ERR1713350	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	3003807	1	1	1.0	1	1.0
ERR1713350	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	3003378	1	1	1.0	1	1.0
ERR1713350	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	3003889	1	1	1.0	1	1.0
ERR1713350	Escherichia coli acrA	3004043	1	1	1.0	1	1.0
ERR1713350	Escherichia coli mdfA	3001328	1	1	1.0	1	1.0
ERR1713350	Escherichia coli soxR with mutation conferring antibiotic resistance	3003381	1	1	1.0	1	1.0
ERR1713350	Escherichia coli soxS with mutation conferring antibiotic resistance	3003511	1	1	1.0	1	1.0
ERR1713350	FosH	3007369	1	1	1.0	1	1.0
ERR1713350	FosI	3007370	4	4	1.0	1	0.25
ERR1713350	FosXCC	3003208	1	1	1.0	0	0.0
ERR1713350	GES-5	3002334	1	1	1.0	1	1.0
ERR1713350	H-NS	3000676	1	1	1.0	1	1.0
ERR1713350	ICR-Mo	3004569	1	1	1.0	0	0.0
ERR1713350	Klebsiella pneumoniae KpnE	3004580	1	1	1.0	1	1.0
ERR1713350	Klebsiella pneumoniae KpnF	3004583	1	1	1.0	1	1.0
ERR1713350	Mef(En2)	3004659	1	1	1.0	1	1.0
ERR1713350	NPS-1	3004239	1	1	1.0	1	1.0
ERR1713350	OXA-10	3001405	1	1	1.0	1	1.0
ERR1713350	OXA-101	3001439	1	1	1.0	1	1.0
ERR1713350	OXA-129	3001811	1	1	1.0	1	1.0
ERR1713350	OXA-2	3001397	1	1	1.0	0	0.0
ERR1713350	OXA-20	3001415	1	1	1.0	1	1.0
ERR1713350	OXA-392	3001578	1	1	1.0	1	1.0
ERR1713350	OXA-58	3001611	1	1	1.0	1	1.0
ERR1713350	OXA-732	3005937	1	1	1.0	1	1.0
ERR1713350	PmrF	3003578	1	1	1.0	1	1.0
ERR1713350	Pseudomonas aeruginosa soxR	3004107	1	1	1.0	0	0.0
ERR1713350	RCP-1	3003563	1	1	1.0	1	1.0
ERR1713350	YojI	3003952	1	1	1.0	1	1.0
ERR1713350	aadA10	3004692	1	1	1.0	1	1.0
ERR1713350	aadA16	3002616	1	1	1.0	1	1.0
ERR1713350	aadA2	3002602	1	1	1.0	1	1.0
ERR1713350	aadA27	3004682	1	1	1.0	1	1.0
ERR1713350	aadA5	3002605	1	1	1.0	1	1.0
ERR1713350	aadA6	3002606	1	1	1.0	1	1.0
ERR1713350	aadA7	3002607	1	1	1.0	0	0.0
ERR1713350	aadS	3004683	1	1	1.0	0	0.0
ERR1713350	acrB	3000216	1	1	1.0	1	1.0
ERR1713350	acrD	3000491	1	1	1.0	0	0.0
ERR1713350	adeF	3000777	15	15	1.0	4	0.26666666666666666
ERR1713350	bacA	3002986	1	1	1.0	1	1.0
ERR1713350	baeR	3000828	1	1	1.0	1	1.0
ERR1713350	catS	3002688	1	1	1.0	0	0.0
ERR1713350	cfrC	3004146	1	1	1.0	0	0.0
ERR1713350	cpxA	3000830	1	1	1.0	0	0.0
ERR1713350	dfrF	3002867	1	1	1.0	0	0.0
ERR1713350	dfrG	3002868	1	1	1.0	1	1.0
ERR1713350	emrA	3000027	1	1	1.0	1	1.0
ERR1713350	emrB	3000074	1	1	1.0	1	1.0
ERR1713350	emrR	3000516	1	1	1.0	1	1.0
ERR1713350	emrY	3000254	1	1	1.0	1	1.0
ERR1713350	evgA	3000832	1	1	1.0	0	0.0
ERR1713350	gadW	3003838	1	1	1.0	1	1.0
ERR1713350	kdpE	3003841	1	1	1.0	0	0.0
ERR1713350	leuO	3003843	1	1	1.0	0	0.0
ERR1713350	lnuB	3002836	1	1	1.0	1	1.0
ERR1713350	lnuC	3002837	1	1	1.0	1	1.0
ERR1713350	lnuG	3004085	1	1	1.0	1	1.0
ERR1713350	lsaE	3003206	1	1	1.0	1	1.0
ERR1713350	marA	3000263	1	1	1.0	1	1.0
ERR1713350	mdtA	3000792	1	1	1.0	1	1.0
ERR1713350	mdtE	3000795	1	1	1.0	1	1.0
ERR1713350	mdtH	3001216	1	1	1.0	0	0.0
ERR1713350	mdtM	3001214	1	1	1.0	1	1.0
ERR1713350	mdtP	3003550	1	1	1.0	1	1.0
ERR1713350	mefF	3007044	1	1	1.0	1	1.0
ERR1713350	mefJ	3007049	1	1	1.0	1	1.0
ERR1713350	mphE	3003741	1	1	1.0	1	1.0
ERR1713350	mphG	3003742	3	3	1.0	3	1.0
ERR1713350	msbA	3003950	1	1	1.0	0	0.0
ERR1713350	msr(G)	3007042	1	1	1.0	1	1.0
ERR1713350	msrE	3003109	1	1	1.0	1	1.0
ERR1713350	nimA	3007104	1	1	1.0	0	0.0
ERR1713350	nimE	3007107	1	1	1.0	0	0.0
ERR1713350	nimJ	3007112	2	2	1.0	2	1.0
ERR1713350	patB	3000025	1	1	1.0	1	1.0
ERR1713350	poxtA	3004470	2	2	1.0	0	0.0
ERR1713350	qacG	3007015	25	25	1.0	14	0.56
ERR1713350	qacJ	3007014	22	22	1.0	14	0.6363636363636364
ERR1713350	qacL	3005098	4	4	1.0	4	1.0
ERR1713350	rsmA	3005069	1	1	1.0	1	1.0
ERR1713350	tet(32)	3000196	2	2	1.0	2	1.0
ERR1713350	tet(39)	3000566	1	1	1.0	1	1.0
ERR1713350	tet(44)	3000556	1	1	1.0	1	1.0
ERR1713350	tet(O)	3000190	2	2	1.0	1	0.5
ERR1713350	tet(Q)	3000191	4	4	1.0	1	0.25
ERR1713350	tet(W)	3000194	2	2	1.0	2	1.0
ERR1713350	tet(W/N/W)	3004442	1	1	1.0	1	1.0
ERR1713350	tet(X)	3000205	1	1	1.0	1	1.0
ERR1713350	vanG	3002909	13	13	1.0	2	0.15384615384615385
ERR1713350	vanH gene in vanB cluster	3002943	4	4	1.0	1	0.25
ERR1713350	vanH gene in vanM cluster	3002947	2	2	1.0	0	0.0
ERR1713350	vanH gene in vanO cluster	3002948	4	4	1.0	0	0.0
ERR1713350	vanT gene in vanE cluster	3002971	1	1	1.0	0	0.0
ERR1713350	vanT gene in vanG cluster	3002972	48	48	1.0	4	0.08333333333333333
ERR1713350	vanTr gene in vanL cluster	3002974	1	1	1.0	0	0.0
ERR1713350	vanU gene in vanG cluster	3004253	1	1	1.0	1	1.0
ERR1713350	vanW gene in vanB cluster	3002964	1	1	1.0	0	0.0
ERR1713350	vanW gene in vanG cluster	3002965	14	14	1.0	7	0.5
ERR1713350	vanW gene in vanI cluster	3003724	41	41	1.0	10	0.24390243902439024
ERR1713350	vanXY gene in vanG cluster	3003069	3	3	1.0	1	0.3333333333333333
ERR1713350	vanY gene in vanA cluster	3002955	8	8	1.0	3	0.375
ERR1713350	vanY gene in vanB cluster	3002956	32	32	1.0	14	0.4375
ERR1713350	vanY gene in vanF cluster	3002958	7	7	1.0	2	0.2857142857142857
ERR1713350	vanY gene in vanG cluster	3002959	11	11	1.0	3	0.2727272727272727
ERR1713350	vanY gene in vanM cluster	3002961	8	8	1.0	2	0.25
ERR1713352	AAC(3)-IIe	3004621	1	1	1.0	1	1.0
ERR1713352	AAC(6')-32	3002586	1	1	1.0	0	0.0
ERR1713352	ANT(3'')-IIb	3004090	1	1	1.0	1	1.0
ERR1713352	APH(3'')-Ib	3002639	1	1	1.0	1	1.0
ERR1713352	APH(3')-VIa	3002652	1	1	1.0	1	1.0
ERR1713352	Acinetobacter baumannii AbaF	3004573	1	1	1.0	0	0.0
ERR1713352	Acinetobacter baumannii AbaQ	3004574	4	4	1.0	1	0.25
ERR1713352	ArnT	3005053	7	7	1.0	1	0.14285714285714285
ERR1713352	CARB-16	3002255	1	1	1.0	1	1.0
ERR1713352	CRP	3000518	1	1	1.0	0	0.0
ERR1713352	EBR-4	3005462	1	1	1.0	0	0.0
ERR1713352	ESP-1	3003717	3	3	1.0	0	0.0
ERR1713352	EreD	3004608	3	3	1.0	0	0.0
ERR1713352	Erm(35)	3000604	1	1	1.0	1	1.0
ERR1713352	ErmF	3000498	1	1	1.0	0	0.0
ERR1713352	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	2	2	1.0	0	0.0
ERR1713352	EstT	3007459	1	1	1.0	0	0.0
ERR1713352	FosA8	3007371	4	4	1.0	3	0.75
ERR1713352	FosI	3007370	4	4	1.0	1	0.25
ERR1713352	GES-1	3002330	1	1	1.0	0	0.0
ERR1713352	ICR-Mo	3004569	1	1	1.0	0	0.0
ERR1713352	JOHN-1	3000840	5	5	1.0	0	0.0
ERR1713352	Klebsiella pneumoniae KpnH	3004597	1	1	1.0	1	1.0
ERR1713352	LnuH	3004600	6	6	1.0	6	1.0
ERR1713352	Mrx	3003839	1	1	1.0	1	1.0
ERR1713352	OXA-2	3001397	1	1	1.0	1	1.0
ERR1713352	OXA-296	3001751	2	2	1.0	2	1.0
ERR1713352	OXA-347	3001777	1	1	1.0	0	0.0
ERR1713352	OXA-4	3001399	1	1	1.0	1	1.0
ERR1713352	OXA-551	3005775	1	1	1.0	0	0.0
ERR1713352	OXA-58	3001611	1	1	1.0	1	1.0
ERR1713352	OXA-644	3005864	1	1	1.0	1	1.0
ERR1713352	SAT-2	3002895	1	1	1.0	1	1.0
ERR1713352	aadA10	3004692	1	1	1.0	1	1.0
ERR1713352	aadA11	3002611	1	1	1.0	1	1.0
ERR1713352	aadA16	3002616	1	1	1.0	1	1.0
ERR1713352	aadA5	3002605	1	1	1.0	1	1.0
ERR1713352	aadA7	3002607	1	1	1.0	1	1.0
ERR1713352	aadS	3004683	1	1	1.0	1	1.0
ERR1713352	adeF	3000777	15	15	1.0	3	0.2
ERR1713352	cmlA5	3002695	1	1	1.0	0	0.0
ERR1713352	lsaE	3003206	1	1	1.0	0	0.0
ERR1713352	mphE	3003741	1	1	1.0	1	1.0
ERR1713352	mphG	3003742	5	5	1.0	3	0.6
ERR1713352	msrE	3003109	1	1	1.0	1	1.0
ERR1713352	qacEdelta1	3005010	1	1	1.0	1	1.0
ERR1713352	qacG	3007015	30	30	1.0	12	0.4
ERR1713352	qacJ	3007014	22	22	1.0	6	0.2727272727272727
ERR1713352	qacL	3005098	1	1	1.0	0	0.0
ERR1713352	rsmA	3005069	4	4	1.0	1	0.25
ERR1713352	sul2	3000412	1	1	1.0	1	1.0
ERR1713352	tet(Q)	3000191	1	1	1.0	1	1.0
ERR1713352	tet(W)	3000194	2	2	1.0	2	1.0
ERR1713352	tet(X)	3000205	1	1	1.0	1	1.0
ERR1713352	vanH gene in vanA cluster	3002942	2	2	1.0	0	0.0
ERR1713352	vanT gene in vanG cluster	3002972	42	42	1.0	1	0.023809523809523808
ERR1713352	vanW gene in vanG cluster	3002965	12	12	1.0	5	0.4166666666666667
ERR1713352	vanW gene in vanI cluster	3003724	1	1	1.0	0	0.0
ERR1713352	vanY gene in vanB cluster	3002956	1	1	1.0	0	0.0
ERR1713352	vanY gene in vanM cluster	3002961	1	1	1.0	0	0.0
ERR1713354	Acinetobacter baumannii AbaF	3004573	1	1	1.0	0	0.0
ERR1713354	AcrE	3000499	1	1	1.0	1	1.0
ERR1713354	AcrS	3000656	1	1	1.0	1	1.0
ERR1713354	ArnT	3005053	1	1	1.0	1	1.0
ERR1713354	CRP	3000518	1	1	1.0	0	0.0
ERR1713354	CfxA2	3003002	1	1	1.0	1	1.0
ERR1713354	CfxA6	3003097	1	1	1.0	1	1.0
ERR1713354	EC-8	3006881	1	1	1.0	1	1.0
ERR1713354	EreA2	3002826	1	1	1.0	1	1.0
ERR1713354	EreD	3004608	2	2	1.0	0	0.0
ERR1713354	ErmB	3000375	1	1	1.0	1	1.0
ERR1713354	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	2	2	1.0	0	0.0
ERR1713354	Escherichia coli soxR with mutation conferring antibiotic resistance	3003381	1	1	1.0	1	1.0
ERR1713354	Escherichia coli soxS with mutation conferring antibiotic resistance	3003511	1	1	1.0	1	1.0
ERR1713354	FosI	3007370	2	2	1.0	1	0.5
ERR1713354	GES-5	3002334	1	1	1.0	0	0.0
ERR1713354	ICR-Mo	3004569	1	1	1.0	1	1.0
ERR1713354	Klebsiella pneumoniae KpnE	3004580	1	1	1.0	1	1.0
ERR1713354	Klebsiella pneumoniae KpnF	3004583	2	2	1.0	2	1.0
ERR1713354	OXA-10	3001405	1	1	1.0	1	1.0
ERR1713354	OXA-2	3001397	1	1	1.0	1	1.0
ERR1713354	OXA-347	3001777	1	1	1.0	1	1.0
ERR1713354	QnrS2	3002791	1	1	1.0	1	1.0
ERR1713354	TRU-1	3004450	1	1	1.0	0	0.0
ERR1713354	aadA10	3004692	1	1	1.0	1	1.0
ERR1713354	aadA27	3004682	1	1	1.0	1	1.0
ERR1713354	aadA5	3002605	1	1	1.0	1	1.0
ERR1713354	aadA6	3002606	1	1	1.0	1	1.0
ERR1713354	aadS	3004683	1	1	1.0	1	1.0
ERR1713354	adeF	3000777	5	5	1.0	3	0.6
ERR1713354	cpxA	3000830	1	1	1.0	1	1.0
ERR1713354	dfrF	3002867	1	1	1.0	1	1.0
ERR1713354	emrR	3000516	1	1	1.0	1	1.0
ERR1713354	emrY	3000254	1	1	1.0	0	0.0
ERR1713354	lnuB	3002836	1	1	1.0	1	1.0
ERR1713354	lnuC	3002837	1	1	1.0	1	1.0
ERR1713354	lsaE	3003206	1	1	1.0	1	1.0
ERR1713354	mdeA	3007011	1	1	1.0	1	1.0
ERR1713354	mdtE	3000795	1	1	1.0	1	1.0
ERR1713354	mefJ	3007049	1	1	1.0	1	1.0
ERR1713354	mphE	3003741	1	1	1.0	1	1.0
ERR1713354	mphG	3003742	1	1	1.0	0	0.0
ERR1713354	msrE	3003109	1	1	1.0	1	1.0
ERR1713354	qacG	3007015	6	6	1.0	4	0.6666666666666666
ERR1713354	qacJ	3007014	10	10	1.0	4	0.4
ERR1713354	rsmA	3005069	2	2	1.0	1	0.5
ERR1713354	tet(32)	3000196	1	1	1.0	1	1.0
ERR1713354	tet(39)	3000566	1	1	1.0	1	1.0
ERR1713354	tet(40)	3000567	1	1	1.0	0	0.0
ERR1713354	tet(M)	3000186	1	1	1.0	1	1.0
ERR1713354	tet(O)	3000190	2	2	1.0	1	0.5
ERR1713354	tet(Q)	3000191	1	1	1.0	1	1.0
ERR1713354	tet(S)	3000192	1	1	1.0	1	1.0
ERR1713354	tet(W)	3000194	1	1	1.0	0	0.0
ERR1713354	tet(X)	3000205	1	1	1.0	1	1.0
ERR1713354	vanG	3002909	1	1	1.0	0	0.0
ERR1713354	vanH gene in vanM cluster	3002947	1	1	1.0	0	0.0
ERR1713354	vanT gene in vanE cluster	3002971	1	1	1.0	0	0.0
ERR1713354	vanT gene in vanG cluster	3002972	12	12	1.0	1	0.08333333333333333
ERR1713354	vanU gene in vanG cluster	3004253	1	1	1.0	1	1.0
ERR1713354	vanW gene in vanG cluster	3002965	5	5	1.0	3	0.6
ERR1713354	vanW gene in vanI cluster	3003724	8	8	1.0	1	0.125
ERR1713354	vanY gene in vanB cluster	3002956	5	5	1.0	0	0.0
ERR1713354	vanY gene in vanF cluster	3002958	1	1	1.0	0	0.0
ERR1713354	vanY gene in vanG cluster	3002959	2	2	1.0	1	0.5
ERR1713354	vanY gene in vanM cluster	3002961	3	3	1.0	2	0.6666666666666666
ERR1713355	AAC(3)-IIc	3002535	1	1	1.0	1	1.0
ERR1713355	AAC(6')-31	3002585	1	1	1.0	0	0.0
ERR1713355	AAC(6')-IIa	3002594	1	1	1.0	1	1.0
ERR1713355	AAC(6')-Ib9	3002580	1	1	1.0	1	1.0
ERR1713355	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	1	1	1.0	1	1.0
ERR1713355	ANT(3'')-IIc	3004091	1	1	1.0	1	1.0
ERR1713355	ANT(6)-Ia	3002626	1	1	1.0	1	1.0
ERR1713355	Acinetobacter baumannii AbaF	3004573	3	3	1.0	0	0.0
ERR1713355	AcrE	3000499	1	1	1.0	1	1.0
ERR1713355	AcrS	3000656	1	1	1.0	1	1.0
ERR1713355	ArnT	3005053	1	1	1.0	0	0.0
ERR1713355	CARB-16	3002255	1	1	1.0	1	1.0
ERR1713355	CARB-3	3002242	1	1	1.0	1	1.0
ERR1713355	CARB-4	3002243	1	1	1.0	1	1.0
ERR1713355	CMY-4	3002015	1	1	1.0	1	1.0
ERR1713355	CRP	3000518	1	1	1.0	0	0.0
ERR1713355	CfxA6	3003097	1	1	1.0	1	1.0
ERR1713355	EC-15	3006876	1	1	1.0	0	0.0
ERR1713355	EreA	3000361	1	1	1.0	1	1.0
ERR1713355	EreA2	3002826	1	1	1.0	0	0.0
ERR1713355	EreD	3004608	1	1	1.0	0	0.0
ERR1713355	ErmF	3000498	1	1	1.0	0	0.0
