sample	common_class	ARG_loci	ARG_present	mobile_ARG_loci	mobile_ARG_fraction	plasmid_ARG_loci	plasmid_ARG_fraction	virus_ARG_loci	virus_ARG_fraction	chromosome_ARG_loci	chromosome_ARG_fraction	ARG_locus_fraction
ERR1713355	MLS	28	1	28	1.0	19	0.6785714285714286	1	0.03571428571428571	8	0.2857142857142857	0.14432989690721648
ERR1713355	Phenicol	13	1	13	1.0	10	0.7692307692307693	1	0.07692307692307693	2	0.15384615384615385	0.06701030927835051
ERR1713355	Quinolone	37	1	37	1.0	21	0.5675675675675675	0	0.0	16	0.43243243243243246	0.19072164948453607
ERR1713355	Rifamycin	9	1	9	1.0	7	0.7777777777777778	0	0.0	2	0.2222222222222222	0.04639175257731959
ERR1713355	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713355	Tetracycline	37	1	37	1.0	20	0.5405405405405406	1	0.02702702702702703	16	0.43243243243243246	0.19072164948453607
ERR1713355	Trimethoprim	2	1	2	1.0	2	1.0	0	0.0	0	0.0	0.010309278350515464
ERR1713358	Aminoglycoside	10	1	1	0.1	1	0.1	0	0.0	9	0.9	0.10638297872340426
ERR1713358	Beta-lactam	13	1	4	0.3076923076923077	4	0.3076923076923077	0	0.0	9	0.6923076923076923	0.13829787234042554
ERR1713358	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713358	MLS	14	1	4	0.2857142857142857	4	0.2857142857142857	0	0.0	10	0.7142857142857143	0.14893617021276595
ERR1713358	Phenicol	8	1	4	0.5	4	0.5	0	0.0	4	0.5	0.0851063829787234
ERR1713358	Quinolone	17	1	0	0.0	0	0.0	0	0.0	17	1.0	0.18085106382978725
ERR1713358	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713358	Sulfonamide	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.02127659574468085
ERR1713358	Tetracycline	29	1	2	0.06896551724137931	2	0.06896551724137931	0	0.0	27	0.9310344827586207	0.30851063829787234
ERR1713358	Trimethoprim	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.010638297872340425
ERR1713359	Aminoglycoside	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713359	Beta-lactam	5	1	5	1.0	3	0.6	0	0.0	2	0.4	0.06578947368421052
ERR1713359	Fosfomycin	2	1	2	1.0	1	0.5	0	0.0	1	0.5	0.02631578947368421
ERR1713359	MLS	2	1	2	1.0	2	1.0	0	0.0	0	0.0	0.02631578947368421
ERR1713359	Phenicol	4	1	4	1.0	1	0.25	1	0.25	2	0.5	0.05263157894736842
ERR1713359	Quinolone	28	1	28	1.0	13	0.4642857142857143	0	0.0	15	0.5357142857142857	0.3684210526315789
ERR1713359	Rifamycin	3	1	3	1.0	1	0.3333333333333333	0	0.0	2	0.6666666666666666	0.039473684210526314
ERR1713359	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713359	Tetracycline	32	1	32	1.0	18	0.5625	0	0.0	14	0.4375	0.42105263157894735
ERR1713359	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713361	Aminoglycoside	2	1	2	1.0	2	1.0	0	0.0	0	0.0	0.15384615384615385
ERR1713361	Beta-lactam	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713361	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713361	MLS	5	1	5	1.0	3	0.6	0	0.0	2	0.4	0.38461538461538464
ERR1713361	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713361	Quinolone	1	1	1	1.0	0	0.0	0	0.0	1	1.0	0.07692307692307693
ERR1713361	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713361	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713361	Tetracycline	5	1	5	1.0	3	0.6	0	0.0	2	0.4	0.38461538461538464
ERR1713361	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713362	Aminoglycoside	29	1	29	1.0	23	0.7931034482758621	1	0.034482758620689655	5	0.1724137931034483	0.0847953216374269
ERR1713362	Beta-lactam	58	1	58	1.0	40	0.6896551724137931	1	0.017241379310344827	17	0.29310344827586204	0.1695906432748538
ERR1713362	Fosfomycin	12	1	12	1.0	6	0.5	0	0.0	6	0.5	0.03508771929824561
ERR1713362	MLS	40	1	40	1.0	29	0.725	3	0.075	8	0.2	0.11695906432748537
ERR1713362	Phenicol	26	1	26	1.0	15	0.5769230769230769	0	0.0	11	0.4230769230769231	0.07602339181286549
ERR1713362	Quinolone	73	1	73	1.0	41	0.5616438356164384	0	0.0	32	0.4383561643835616	0.2134502923976608
ERR1713362	Rifamycin	23	1	23	1.0	16	0.6956521739130435	0	0.0	7	0.30434782608695654	0.06725146198830409
ERR1713362	Sulfonamide	2	1	2	1.0	2	1.0	0	0.0	0	0.0	0.005847953216374269
ERR1713362	Tetracycline	63	1	63	1.0	42	0.6666666666666666	1	0.015873015873015872	20	0.31746031746031744	0.18421052631578946
ERR1713362	Trimethoprim	16	1	16	1.0	10	0.625	1	0.0625	5	0.3125	0.04678362573099415
ERR1713365	Aminoglycoside	11	1	11	1.0	7	0.6363636363636364	1	0.09090909090909091	3	0.2727272727272727	0.23404255319148937
ERR1713365	Beta-lactam	10	1	10	1.0	9	0.9	0	0.0	1	0.1	0.2127659574468085
ERR1713365	Fosfomycin	2	1	2	1.0	1	0.5	0	0.0	1	0.5	0.0425531914893617
ERR1713365	MLS	8	1	8	1.0	5	0.625	0	0.0	3	0.375	0.1702127659574468
ERR1713365	Phenicol	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.02127659574468085
ERR1713365	Quinolone	5	1	5	1.0	2	0.4	0	0.0	3	0.6	0.10638297872340426
ERR1713365	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713365	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713365	Tetracycline	10	1	10	1.0	7	0.7	0	0.0	3	0.3	0.2127659574468085
ERR1713365	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713366	Aminoglycoside	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.14285714285714285
ERR1713366	Beta-lactam	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.14285714285714285
ERR1713366	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713366	MLS	6	1	0	0.0	0	0.0	0	0.0	6	1.0	0.42857142857142855
ERR1713366	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713366	Quinolone	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.07142857142857142
ERR1713366	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713366	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713366	Tetracycline	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.21428571428571427
ERR1713366	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713367	Aminoglycoside	11	1	3	0.2727272727272727	3	0.2727272727272727	0	0.0	8	0.7272727272727273	0.1134020618556701
ERR1713367	Beta-lactam	21	1	6	0.2857142857142857	6	0.2857142857142857	0	0.0	15	0.7142857142857143	0.21649484536082475
ERR1713367	Fosfomycin	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.020618556701030927
ERR1713367	MLS	19	1	4	0.21052631578947367	4	0.21052631578947367	0	0.0	15	0.7894736842105263	0.1958762886597938
ERR1713367	Phenicol	6	1	2	0.3333333333333333	2	0.3333333333333333	0	0.0	4	0.6666666666666666	0.061855670103092786
ERR1713367	Quinolone	13	1	1	0.07692307692307693	1	0.07692307692307693	0	0.0	12	0.9230769230769231	0.13402061855670103
ERR1713367	Rifamycin	3	1	2	0.6666666666666666	2	0.6666666666666666	0	0.0	1	0.3333333333333333	0.030927835051546393
ERR1713367	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713367	Tetracycline	21	1	2	0.09523809523809523	2	0.09523809523809523	0	0.0	19	0.9047619047619048	0.21649484536082475
ERR1713367	Trimethoprim	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.010309278350515464
ERR1713368	Aminoglycoside	24	1	4	0.16666666666666666	4	0.16666666666666666	0	0.0	20	0.8333333333333334	0.14634146341463414
ERR1713368	Beta-lactam	25	1	4	0.16	4	0.16	0	0.0	21	0.84	0.1524390243902439
ERR1713368	Fosfomycin	6	1	0	0.0	0	0.0	0	0.0	6	1.0	0.036585365853658534
ERR1713368	MLS	33	1	11	0.3333333333333333	11	0.3333333333333333	0	0.0	22	0.6666666666666666	0.20121951219512196
ERR1713368	Phenicol	10	1	3	0.3	3	0.3	0	0.0	7	0.7	0.06097560975609756
ERR1713368	Quinolone	26	1	3	0.11538461538461539	3	0.11538461538461539	0	0.0	23	0.8846153846153846	0.15853658536585366
ERR1713368	Rifamycin	5	1	2	0.4	2	0.4	0	0.0	3	0.6	0.03048780487804878
ERR1713368	Sulfonamide	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.006097560975609756
ERR1713368	Tetracycline	31	1	8	0.25806451612903225	8	0.25806451612903225	0	0.0	23	0.7419354838709677	0.18902439024390244
ERR1713368	Trimethoprim	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.018292682926829267
ERR1713369	Aminoglycoside	21	1	21	1.0	14	0.6666666666666666	0	0.0	7	0.3333333333333333	0.10396039603960396
ERR1713369	Beta-lactam	36	1	36	1.0	24	0.6666666666666666	0	0.0	12	0.3333333333333333	0.1782178217821782
ERR1713369	Fosfomycin	10	1	10	1.0	3	0.3	0	0.0	7	0.7	0.04950495049504951
ERR1713369	MLS	31	1	31	1.0	20	0.6451612903225806	1	0.03225806451612903	10	0.3225806451612903	0.15346534653465346
ERR1713369	Phenicol	15	1	15	1.0	9	0.6	0	0.0	6	0.4	0.07425742574257425
ERR1713369	Quinolone	30	1	30	1.0	12	0.4	0	0.0	18	0.6	0.1485148514851485
ERR1713369	Rifamycin	9	1	9	1.0	3	0.3333333333333333	0	0.0	6	0.6666666666666666	0.04455445544554455
ERR1713369	Sulfonamide	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.0049504950495049506
ERR1713369	Tetracycline	39	1	39	1.0	21	0.5384615384615384	1	0.02564102564102564	17	0.4358974358974359	0.19306930693069307
ERR1713369	Trimethoprim	10	1	10	1.0	8	0.8	1	0.1	1	0.1	0.04950495049504951
ERR1713370	Aminoglycoside	20	1	7	0.35	7	0.35	0	0.0	13	0.65	0.09615384615384616
ERR1713370	Beta-lactam	34	1	5	0.14705882352941177	4	0.11764705882352941	1	0.029411764705882353	29	0.8529411764705882	0.16346153846153846
ERR1713370	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713370	MLS	29	1	11	0.3793103448275862	10	0.3448275862068966	1	0.034482758620689655	18	0.6206896551724138	0.13942307692307693
ERR1713370	Phenicol	19	1	3	0.15789473684210525	3	0.15789473684210525	0	0.0	16	0.8421052631578947	0.09134615384615384
ERR1713370	Quinolone	42	1	4	0.09523809523809523	4	0.09523809523809523	0	0.0	38	0.9047619047619048	0.20192307692307693
ERR1713370	Rifamycin	8	1	0	0.0	0	0.0	0	0.0	8	1.0	0.038461538461538464
ERR1713370	Sulfonamide	4	1	1	0.25	1	0.25	0	0.0	3	0.75	0.019230769230769232
ERR1713370	Tetracycline	50	1	4	0.08	4	0.08	0	0.0	46	0.92	0.2403846153846154
ERR1713370	Trimethoprim	2	1	1	0.5	1	0.5	0	0.0	1	0.5	0.009615384615384616
ERR1713371	Aminoglycoside	17	1	4	0.23529411764705882	4	0.23529411764705882	0	0.0	13	0.7647058823529411	0.05985915492957746
ERR1713371	Beta-lactam	46	1	6	0.13043478260869565	6	0.13043478260869565	0	0.0	40	0.8695652173913043	0.1619718309859155
ERR1713371	Fosfomycin	13	1	2	0.15384615384615385	2	0.15384615384615385	0	0.0	11	0.8461538461538461	0.045774647887323945
ERR1713371	MLS	29	1	6	0.20689655172413793	6	0.20689655172413793	0	0.0	23	0.7931034482758621	0.10211267605633803
ERR1713371	Phenicol	17	1	4	0.23529411764705882	4	0.23529411764705882	0	0.0	13	0.7647058823529411	0.05985915492957746
ERR1713371	Quinolone	76	1	18	0.23684210526315788	18	0.23684210526315788	0	0.0	58	0.7631578947368421	0.2676056338028169
ERR1713371	Rifamycin	17	1	3	0.17647058823529413	3	0.17647058823529413	0	0.0	14	0.8235294117647058	0.05985915492957746
ERR1713371	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713371	Tetracycline	64	1	11	0.171875	11	0.171875	0	0.0	53	0.828125	0.22535211267605634
ERR1713371	Trimethoprim	5	1	2	0.4	2	0.4	0	0.0	3	0.6	0.017605633802816902
ERR1713372	Aminoglycoside	14	1	4	0.2857142857142857	4	0.2857142857142857	0	0.0	10	0.7142857142857143	0.0958904109589041
ERR1713372	Beta-lactam	29	1	5	0.1724137931034483	5	0.1724137931034483	0	0.0	24	0.8275862068965517	0.19863013698630136
ERR1713372	Fosfomycin	6	1	1	0.16666666666666666	1	0.16666666666666666	0	0.0	5	0.8333333333333334	0.0410958904109589
ERR1713372	MLS	22	1	6	0.2727272727272727	5	0.22727272727272727	1	0.045454545454545456	16	0.7272727272727273	0.1506849315068493
ERR1713372	Phenicol	11	1	2	0.18181818181818182	2	0.18181818181818182	0	0.0	9	0.8181818181818182	0.07534246575342465
ERR1713372	Quinolone	24	1	4	0.16666666666666666	4	0.16666666666666666	0	0.0	20	0.8333333333333334	0.1643835616438356
ERR1713372	Rifamycin	10	1	1	0.1	1	0.1	0	0.0	9	0.9	0.0684931506849315
ERR1713372	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713372	Tetracycline	28	1	5	0.17857142857142858	5	0.17857142857142858	0	0.0	23	0.8214285714285714	0.1917808219178082
ERR1713372	Trimethoprim	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.0136986301369863
ERR1713379	Aminoglycoside	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713379	Beta-lactam	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713379	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713379	MLS	3	1	3	1.0	2	0.6666666666666666	0	0.0	1	0.3333333333333333	0.6
ERR1713379	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713379	Quinolone	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713379	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713379	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713379	Tetracycline	2	1	2	1.0	2	1.0	0	0.0	0	0.0	0.4
ERR1713379	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713381	Aminoglycoside	14	1	2	0.14285714285714285	2	0.14285714285714285	0	0.0	12	0.8571428571428571	0.12727272727272726
ERR1713381	Beta-lactam	10	1	4	0.4	4	0.4	0	0.0	6	0.6	0.09090909090909091
ERR1713381	Fosfomycin	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.01818181818181818
ERR1713381	MLS	28	1	10	0.35714285714285715	9	0.32142857142857145	1	0.03571428571428571	18	0.6428571428571429	0.2545454545454545
ERR1713381	Phenicol	6	1	2	0.3333333333333333	2	0.3333333333333333	0	0.0	4	0.6666666666666666	0.05454545454545454
ERR1713381	Quinolone	7	1	0	0.0	0	0.0	0	0.0	7	1.0	0.06363636363636363
ERR1713381	Rifamycin	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.01818181818181818
ERR1713381	Sulfonamide	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.01818181818181818
ERR1713381	Tetracycline	37	1	10	0.2702702702702703	10	0.2702702702702703	0	0.0	27	0.7297297297297297	0.33636363636363636
ERR1713381	Trimethoprim	2	1	1	0.5	1	0.5	0	0.0	1	0.5	0.01818181818181818
ERR1713382	Aminoglycoside	7	1	2	0.2857142857142857	2	0.2857142857142857	0	0.0	5	0.7142857142857143	0.0457516339869281
ERR1713382	Beta-lactam	22	1	2	0.09090909090909091	2	0.09090909090909091	0	0.0	20	0.9090909090909091	0.1437908496732026
ERR1713382	Fosfomycin	5	1	3	0.6	3	0.6	0	0.0	2	0.4	0.032679738562091505
ERR1713382	MLS	11	1	0	0.0	0	0.0	0	0.0	11	1.0	0.0718954248366013
ERR1713382	Phenicol	11	1	0	0.0	0	0.0	0	0.0	11	1.0	0.0718954248366013
ERR1713382	Quinolone	44	1	4	0.09090909090909091	4	0.09090909090909091	0	0.0	40	0.9090909090909091	0.2875816993464052
ERR1713382	Rifamycin	10	1	0	0.0	0	0.0	0	0.0	10	1.0	0.06535947712418301
ERR1713382	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713382	Tetracycline	42	1	5	0.11904761904761904	5	0.11904761904761904	0	0.0	37	0.8809523809523809	0.27450980392156865
ERR1713382	Trimethoprim	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.006535947712418301
ERR1713384	Aminoglycoside	22	1	3	0.13636363636363635	3	0.13636363636363635	0	0.0	19	0.8636363636363636	0.07971014492753623
ERR1713384	Beta-lactam	47	1	11	0.23404255319148937	11	0.23404255319148937	0	0.0	36	0.7659574468085106	0.17028985507246377
ERR1713384	Fosfomycin	10	1	1	0.1	1	0.1	0	0.0	9	0.9	0.036231884057971016
ERR1713384	MLS	44	1	13	0.29545454545454547	12	0.2727272727272727	1	0.022727272727272728	31	0.7045454545454546	0.15942028985507245
ERR1713384	Phenicol	20	1	4	0.2	4	0.2	0	0.0	16	0.8	0.07246376811594203
ERR1713384	Quinolone	52	1	9	0.17307692307692307	9	0.17307692307692307	0	0.0	43	0.8269230769230769	0.18840579710144928
ERR1713384	Rifamycin	12	1	3	0.25	3	0.25	0	0.0	9	0.75	0.043478260869565216
ERR1713384	Sulfonamide	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.007246376811594203
ERR1713384	Tetracycline	61	1	8	0.13114754098360656	8	0.13114754098360656	0	0.0	53	0.8688524590163934	0.2210144927536232
ERR1713384	Trimethoprim	6	1	1	0.16666666666666666	1	0.16666666666666666	0	0.0	5	0.8333333333333334	0.021739130434782608
ERR1713385	Aminoglycoside	16	1	3	0.1875	3	0.1875	0	0.0	13	0.8125	0.09142857142857143
ERR1713385	Beta-lactam	35	1	8	0.22857142857142856	7	0.2	1	0.02857142857142857	27	0.7714285714285715	0.2
ERR1713385	Fosfomycin	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.02857142857142857
ERR1713385	MLS	32	1	7	0.21875	7	0.21875	0	0.0	25	0.78125	0.18285714285714286
ERR1713385	Phenicol	16	1	4	0.25	4	0.25	0	0.0	12	0.75	0.09142857142857143
ERR1713385	Quinolone	29	1	6	0.20689655172413793	6	0.20689655172413793	0	0.0	23	0.7931034482758621	0.1657142857142857
ERR1713385	Rifamycin	9	1	2	0.2222222222222222	2	0.2222222222222222	0	0.0	7	0.7777777777777778	0.05142857142857143
ERR1713385	Sulfonamide	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.005714285714285714
ERR1713385	Tetracycline	29	1	6	0.20689655172413793	6	0.20689655172413793	0	0.0	23	0.7931034482758621	0.1657142857142857
ERR1713385	Trimethoprim	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.017142857142857144
ERR1713386	Aminoglycoside	26	1	6	0.23076923076923078	6	0.23076923076923078	0	0.0	20	0.7692307692307693	0.06326034063260341
ERR1713386	Beta-lactam	79	1	10	0.12658227848101267	10	0.12658227848101267	0	0.0	69	0.8734177215189873	0.1922141119221411
ERR1713386	Fosfomycin	7	1	2	0.2857142857142857	2	0.2857142857142857	0	0.0	5	0.7142857142857143	0.0170316301703163
ERR1713386	MLS	46	1	9	0.1956521739130435	9	0.1956521739130435	0	0.0	37	0.8043478260869565	0.11192214111922141
ERR1713386	Phenicol	31	1	7	0.22580645161290322	7	0.22580645161290322	0	0.0	24	0.7741935483870968	0.07542579075425791
ERR1713386	Quinolone	96	1	19	0.19791666666666666	19	0.19791666666666666	0	0.0	77	0.8020833333333334	0.23357664233576642
ERR1713386	Rifamycin	31	1	7	0.22580645161290322	7	0.22580645161290322	0	0.0	24	0.7741935483870968	0.07542579075425791
ERR1713386	Sulfonamide	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.004866180048661801
ERR1713386	Tetracycline	83	1	19	0.2289156626506024	18	0.21686746987951808	1	0.012048192771084338	64	0.7710843373493976	0.20194647201946472
ERR1713386	Trimethoprim	10	1	1	0.1	1	0.1	0	0.0	9	0.9	0.024330900243309004
ERR1713394	Aminoglycoside	13	1	1	0.07692307692307693	1	0.07692307692307693	0	0.0	12	0.9230769230769231	0.061611374407582936
ERR1713394	Beta-lactam	24	1	4	0.16666666666666666	4	0.16666666666666666	0	0.0	20	0.8333333333333334	0.11374407582938388
ERR1713394	Fosfomycin	4	1	0	0.0	0	0.0	0	0.0	4	1.0	0.018957345971563982
ERR1713394	MLS	37	1	5	0.13513513513513514	5	0.13513513513513514	0	0.0	32	0.8648648648648649	0.17535545023696683
ERR1713394	Phenicol	12	1	2	0.16666666666666666	2	0.16666666666666666	0	0.0	10	0.8333333333333334	0.05687203791469194
ERR1713394	Quinolone	44	1	1	0.022727272727272728	1	0.022727272727272728	0	0.0	43	0.9772727272727273	0.20853080568720378
ERR1713394	Rifamycin	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.009478672985781991
ERR1713394	Sulfonamide	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.009478672985781991
ERR1713394	Tetracycline	67	1	9	0.13432835820895522	8	0.11940298507462686	1	0.014925373134328358	58	0.8656716417910447	0.3175355450236967
ERR1713394	Trimethoprim	6	1	0	0.0	0	0.0	0	0.0	6	1.0	0.02843601895734597
ERR1713397	Aminoglycoside	10	1	0	0.0	0	0.0	0	0.0	10	1.0	0.09090909090909091
ERR1713397	Beta-lactam	12	1	0	0.0	0	0.0	0	0.0	12	1.0	0.10909090909090909
ERR1713397	Fosfomycin	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.01818181818181818
ERR1713397	MLS	19	1	4	0.21052631578947367	4	0.21052631578947367	0	0.0	15	0.7894736842105263	0.17272727272727273
ERR1713397	Phenicol	6	1	0	0.0	0	0.0	0	0.0	6	1.0	0.05454545454545454
ERR1713397	Quinolone	16	1	2	0.125	2	0.125	0	0.0	14	0.875	0.14545454545454545
ERR1713397	Rifamycin	4	1	0	0.0	0	0.0	0	0.0	4	1.0	0.03636363636363636
ERR1713397	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713397	Tetracycline	39	1	6	0.15384615384615385	6	0.15384615384615385	0	0.0	33	0.8461538461538461	0.35454545454545455
ERR1713397	Trimethoprim	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.01818181818181818
ERR1713398	Aminoglycoside	6	1	1	0.16666666666666666	1	0.16666666666666666	0	0.0	5	0.8333333333333334	0.13636363636363635
ERR1713398	Beta-lactam	3	1	1	0.3333333333333333	1	0.3333333333333333	0	0.0	2	0.6666666666666666	0.06818181818181818
ERR1713398	Fosfomycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.022727272727272728
ERR1713398	MLS	10	1	2	0.2	2	0.2	0	0.0	8	0.8	0.22727272727272727
ERR1713398	Phenicol	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.022727272727272728
ERR1713398	Quinolone	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.11363636363636363
ERR1713398	Rifamycin	2	1	1	0.5	1	0.5	0	0.0	1	0.5	0.045454545454545456
ERR1713398	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713398	Tetracycline	15	1	1	0.06666666666666667	1	0.06666666666666667	0	0.0	14	0.9333333333333333	0.3409090909090909
ERR1713398	Trimethoprim	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.022727272727272728
ERR1713399	Aminoglycoside	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.03571428571428571
ERR1713399	Beta-lactam	5	1	1	0.2	1	0.2	0	0.0	4	0.8	0.17857142857142858
ERR1713399	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713399	MLS	8	1	2	0.25	2	0.25	0	0.0	6	0.75	0.2857142857142857
ERR1713399	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713399	Quinolone	4	1	0	0.0	0	0.0	0	0.0	4	1.0	0.14285714285714285
ERR1713399	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713399	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713399	Tetracycline	10	1	2	0.2	2	0.2	0	0.0	8	0.8	0.35714285714285715
ERR1713399	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713400	Aminoglycoside	8	1	0	0.0	0	0.0	0	0.0	8	1.0	0.06349206349206349
ERR1713400	Beta-lactam	22	1	2	0.09090909090909091	2	0.09090909090909091	0	0.0	20	0.9090909090909091	0.1746031746031746
ERR1713400	Fosfomycin	4	1	0	0.0	0	0.0	0	0.0	4	1.0	0.031746031746031744
ERR1713400	MLS	27	1	8	0.2962962962962963	8	0.2962962962962963	0	0.0	19	0.7037037037037037	0.21428571428571427
ERR1713400	Phenicol	8	1	1	0.125	1	0.125	0	0.0	7	0.875	0.06349206349206349
ERR1713400	Quinolone	24	1	3	0.125	3	0.125	0	0.0	21	0.875	0.19047619047619047
ERR1713400	Rifamycin	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.03968253968253968
ERR1713400	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713400	Tetracycline	25	1	4	0.16	4	0.16	0	0.0	21	0.84	0.1984126984126984
ERR1713400	Trimethoprim	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.023809523809523808
ERR1713403	Aminoglycoside	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.045454545454545456
ERR1713403	Beta-lactam	2	1	2	1.0	2	1.0	0	0.0	0	0.0	0.09090909090909091
ERR1713403	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713403	MLS	8	1	8	1.0	6	0.75	1	0.125	1	0.125	0.36363636363636365
ERR1713403	Phenicol	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.045454545454545456
ERR1713403	Quinolone	3	1	3	1.0	1	0.3333333333333333	0	0.0	2	0.6666666666666666	0.13636363636363635
ERR1713403	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713403	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713403	Tetracycline	6	1	6	1.0	3	0.5	1	0.16666666666666666	2	0.3333333333333333	0.2727272727272727
ERR1713403	Trimethoprim	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.045454545454545456
ERR1713405	Aminoglycoside	21	1	1	0.047619047619047616	1	0.047619047619047616	0	0.0	20	0.9523809523809523	0.08203125
