sample	common_class	ARG_loci	ARG_present	mobile_ARG_loci	mobile_ARG_fraction	plasmid_ARG_loci	plasmid_ARG_fraction	virus_ARG_loci	virus_ARG_fraction	chromosome_ARG_loci	chromosome_ARG_fraction	ARG_locus_fraction
ERR1713405	Beta-lactam	46	1	6	0.13043478260869565	6	0.13043478260869565	0	0.0	40	0.8695652173913043	0.1796875
ERR1713405	Fosfomycin	11	1	1	0.09090909090909091	1	0.09090909090909091	0	0.0	10	0.9090909090909091	0.04296875
ERR1713405	MLS	36	1	11	0.3055555555555556	11	0.3055555555555556	0	0.0	25	0.6944444444444444	0.140625
ERR1713405	Phenicol	20	1	3	0.15	3	0.15	0	0.0	17	0.85	0.078125
ERR1713405	Quinolone	45	1	5	0.1111111111111111	5	0.1111111111111111	0	0.0	40	0.8888888888888888	0.17578125
ERR1713405	Rifamycin	17	1	3	0.17647058823529413	3	0.17647058823529413	0	0.0	14	0.8235294117647058	0.06640625
ERR1713405	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713405	Tetracycline	54	1	8	0.14814814814814814	8	0.14814814814814814	0	0.0	46	0.8518518518518519	0.2109375
ERR1713405	Trimethoprim	6	1	0	0.0	0	0.0	0	0.0	6	1.0	0.0234375
ERR1713406	Aminoglycoside	14	1	6	0.42857142857142855	6	0.42857142857142855	0	0.0	8	0.5714285714285714	0.07179487179487179
ERR1713406	Beta-lactam	26	1	3	0.11538461538461539	3	0.11538461538461539	0	0.0	23	0.8846153846153846	0.13333333333333333
ERR1713406	Fosfomycin	5	1	1	0.2	1	0.2	0	0.0	4	0.8	0.02564102564102564
ERR1713406	MLS	20	1	6	0.3	6	0.3	0	0.0	14	0.7	0.10256410256410256
ERR1713406	Phenicol	14	1	3	0.21428571428571427	3	0.21428571428571427	0	0.0	11	0.7857142857142857	0.07179487179487179
ERR1713406	Quinolone	47	1	2	0.0425531914893617	2	0.0425531914893617	0	0.0	45	0.9574468085106383	0.24102564102564103
ERR1713406	Rifamycin	9	1	0	0.0	0	0.0	0	0.0	9	1.0	0.046153846153846156
ERR1713406	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713406	Tetracycline	55	1	3	0.05454545454545454	3	0.05454545454545454	0	0.0	52	0.9454545454545454	0.28205128205128205
ERR1713406	Trimethoprim	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.02564102564102564
ERR1713407	Aminoglycoside	41	1	6	0.14634146341463414	6	0.14634146341463414	0	0.0	35	0.8536585365853658	0.07495429616087751
ERR1713407	Beta-lactam	92	1	16	0.17391304347826086	16	0.17391304347826086	0	0.0	76	0.8260869565217391	0.16819012797074953
ERR1713407	Fosfomycin	15	1	0	0.0	0	0.0	0	0.0	15	1.0	0.027422303473491772
ERR1713407	MLS	56	1	10	0.17857142857142858	10	0.17857142857142858	0	0.0	46	0.8214285714285714	0.10237659963436929
ERR1713407	Phenicol	36	1	11	0.3055555555555556	11	0.3055555555555556	0	0.0	25	0.6944444444444444	0.06581352833638025
ERR1713407	Quinolone	132	1	24	0.18181818181818182	24	0.18181818181818182	0	0.0	108	0.8181818181818182	0.2413162705667276
ERR1713407	Rifamycin	40	1	9	0.225	9	0.225	0	0.0	31	0.775	0.07312614259597806
ERR1713407	Sulfonamide	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.003656307129798903
ERR1713407	Tetracycline	115	1	20	0.17391304347826086	20	0.17391304347826086	0	0.0	95	0.8260869565217391	0.21023765996343693
ERR1713407	Trimethoprim	18	1	1	0.05555555555555555	1	0.05555555555555555	0	0.0	17	0.9444444444444444	0.03290676416819013
ERR1713408	Aminoglycoside	21	1	3	0.14285714285714285	3	0.14285714285714285	0	0.0	18	0.8571428571428571	0.14285714285714285
ERR1713408	Beta-lactam	29	1	6	0.20689655172413793	6	0.20689655172413793	0	0.0	23	0.7931034482758621	0.19727891156462585
ERR1713408	Fosfomycin	2	1	1	0.5	1	0.5	0	0.0	1	0.5	0.013605442176870748
ERR1713408	MLS	21	1	7	0.3333333333333333	6	0.2857142857142857	1	0.047619047619047616	14	0.6666666666666666	0.14285714285714285
ERR1713408	Phenicol	12	1	3	0.25	3	0.25	0	0.0	9	0.75	0.08163265306122448
ERR1713408	Quinolone	21	1	5	0.23809523809523808	5	0.23809523809523808	0	0.0	16	0.7619047619047619	0.14285714285714285
ERR1713408	Rifamycin	7	1	2	0.2857142857142857	2	0.2857142857142857	0	0.0	5	0.7142857142857143	0.047619047619047616
ERR1713408	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713408	Tetracycline	31	1	5	0.16129032258064516	5	0.16129032258064516	0	0.0	26	0.8387096774193549	0.2108843537414966
ERR1713408	Trimethoprim	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.02040816326530612
ERR1713409	Aminoglycoside	18	1	5	0.2777777777777778	5	0.2777777777777778	0	0.0	13	0.7222222222222222	0.1323529411764706
ERR1713409	Beta-lactam	27	1	4	0.14814814814814814	3	0.1111111111111111	1	0.037037037037037035	23	0.8518518518518519	0.19852941176470587
ERR1713409	Fosfomycin	5	1	1	0.2	1	0.2	0	0.0	4	0.8	0.03676470588235294
ERR1713409	MLS	28	1	6	0.21428571428571427	6	0.21428571428571427	0	0.0	22	0.7857142857142857	0.20588235294117646
ERR1713409	Phenicol	7	1	0	0.0	0	0.0	0	0.0	7	1.0	0.051470588235294115
ERR1713409	Quinolone	19	1	4	0.21052631578947367	4	0.21052631578947367	0	0.0	15	0.7894736842105263	0.13970588235294118
ERR1713409	Rifamycin	7	1	0	0.0	0	0.0	0	0.0	7	1.0	0.051470588235294115
ERR1713409	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1713409	Tetracycline	21	1	3	0.14285714285714285	3	0.14285714285714285	0	0.0	18	0.8571428571428571	0.15441176470588236
ERR1713409	Trimethoprim	4	1	0	0.0	0	0.0	0	0.0	4	1.0	0.029411764705882353
ERR1713410	Aminoglycoside	14	1	3	0.21428571428571427	3	0.21428571428571427	0	0.0	11	0.7857142857142857	0.09090909090909091
ERR1713410	Beta-lactam	26	1	6	0.23076923076923078	5	0.19230769230769232	1	0.038461538461538464	20	0.7692307692307693	0.16883116883116883
ERR1713410	Fosfomycin	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.01948051948051948
ERR1713410	MLS	23	1	5	0.21739130434782608	5	0.21739130434782608	0	0.0	18	0.782608695652174	0.14935064935064934
ERR1713410	Phenicol	8	1	3	0.375	3	0.375	0	0.0	5	0.625	0.05194805194805195
ERR1713410	Quinolone	31	1	6	0.1935483870967742	5	0.16129032258064516	1	0.03225806451612903	25	0.8064516129032258	0.2012987012987013
ERR1713410	Rifamycin	4	1	1	0.25	1	0.25	0	0.0	3	0.75	0.025974025974025976
ERR1713410	Sulfonamide	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.006493506493506494
ERR1713410	Tetracycline	40	1	5	0.125	4	0.1	1	0.025	35	0.875	0.2597402597402597
ERR1713410	Trimethoprim	4	1	3	0.75	3	0.75	0	0.0	1	0.25	0.025974025974025976
ERR1725938	Aminoglycoside	10	1	5	0.5	5	0.5	0	0.0	5	0.5	0.19607843137254902
ERR1725938	Beta-lactam	8	1	1	0.125	1	0.125	0	0.0	7	0.875	0.1568627450980392
ERR1725938	Fosfomycin	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.0392156862745098
ERR1725938	MLS	8	1	3	0.375	3	0.375	0	0.0	5	0.625	0.1568627450980392
ERR1725938	Phenicol	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.0196078431372549
ERR1725938	Quinolone	7	1	2	0.2857142857142857	2	0.2857142857142857	0	0.0	5	0.7142857142857143	0.13725490196078433
ERR1725938	Rifamycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.0196078431372549
ERR1725938	Sulfonamide	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.0196078431372549
ERR1725938	Tetracycline	13	1	3	0.23076923076923078	3	0.23076923076923078	0	0.0	10	0.7692307692307693	0.2549019607843137
ERR1725938	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725947	Aminoglycoside	8	1	8	1.0	6	0.75	1	0.125	1	0.125	0.10810810810810811
ERR1725947	Beta-lactam	13	1	13	1.0	10	0.7692307692307693	0	0.0	3	0.23076923076923078	0.17567567567567569
ERR1725947	Fosfomycin	2	1	2	1.0	2	1.0	0	0.0	0	0.0	0.02702702702702703
ERR1725947	MLS	14	1	14	1.0	12	0.8571428571428571	1	0.07142857142857142	1	0.07142857142857142	0.1891891891891892
ERR1725947	Phenicol	5	1	5	1.0	3	0.6	0	0.0	2	0.4	0.06756756756756757
ERR1725947	Quinolone	11	1	11	1.0	4	0.36363636363636365	0	0.0	7	0.6363636363636364	0.14864864864864866
ERR1725947	Rifamycin	2	1	2	1.0	0	0.0	0	0.0	2	1.0	0.02702702702702703
ERR1725947	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725947	Tetracycline	18	1	18	1.0	10	0.5555555555555556	0	0.0	8	0.4444444444444444	0.24324324324324326
ERR1725947	Trimethoprim	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.013513513513513514
ERR1725952	Aminoglycoside	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725952	Beta-lactam	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.2
ERR1725952	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725952	MLS	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.4
ERR1725952	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725952	Quinolone	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725952	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725952	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725952	Tetracycline	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.4
ERR1725952	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725962	Aminoglycoside	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725962	Beta-lactam	3	1	3	1.0	3	1.0	0	0.0	0	0.0	0.23076923076923078
ERR1725962	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725962	MLS	3	1	3	1.0	3	1.0	0	0.0	0	0.0	0.23076923076923078
ERR1725962	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725962	Quinolone	3	1	3	1.0	2	0.6666666666666666	0	0.0	1	0.3333333333333333	0.23076923076923078
ERR1725962	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725962	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725962	Tetracycline	4	1	4	1.0	3	0.75	0	0.0	1	0.25	0.3076923076923077
ERR1725962	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725965	Aminoglycoside	6	1	2	0.3333333333333333	2	0.3333333333333333	0	0.0	4	0.6666666666666666	0.1875
ERR1725965	Beta-lactam	8	1	2	0.25	2	0.25	0	0.0	6	0.75	0.25
ERR1725965	Fosfomycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.03125
ERR1725965	MLS	3	1	2	0.6666666666666666	2	0.6666666666666666	0	0.0	1	0.3333333333333333	0.09375
ERR1725965	Phenicol	4	1	1	0.25	1	0.25	0	0.0	3	0.75	0.125
ERR1725965	Quinolone	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.0625
ERR1725965	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725965	Sulfonamide	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.03125
ERR1725965	Tetracycline	7	1	3	0.42857142857142855	3	0.42857142857142855	0	0.0	4	0.5714285714285714	0.21875
ERR1725965	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725966	Aminoglycoside	4	1	1	0.25	1	0.25	0	0.0	3	0.75	0.125
ERR1725966	Beta-lactam	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.0625
ERR1725966	Fosfomycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.03125
ERR1725966	MLS	11	1	2	0.18181818181818182	2	0.18181818181818182	0	0.0	9	0.8181818181818182	0.34375
ERR1725966	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725966	Quinolone	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.15625
ERR1725966	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725966	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725966	Tetracycline	9	1	0	0.0	0	0.0	0	0.0	9	1.0	0.28125
ERR1725966	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725973	Aminoglycoside	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.06666666666666667
ERR1725973	Beta-lactam	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.06666666666666667
ERR1725973	Fosfomycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.06666666666666667
ERR1725973	MLS	5	1	2	0.4	2	0.4	0	0.0	3	0.6	0.3333333333333333
ERR1725973	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725973	Quinolone	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.13333333333333333
ERR1725973	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725973	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725973	Tetracycline	5	1	1	0.2	1	0.2	0	0.0	4	0.8	0.3333333333333333
ERR1725973	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725975	Aminoglycoside	2	1	1	0.5	1	0.5	0	0.0	1	0.5	0.07692307692307693
ERR1725975	Beta-lactam	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.07692307692307693
ERR1725975	Fosfomycin	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.11538461538461539
ERR1725975	MLS	2	1	2	1.0	2	1.0	0	0.0	0	0.0	0.07692307692307693
ERR1725975	Phenicol	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.07692307692307693
ERR1725975	Quinolone	7	1	0	0.0	0	0.0	0	0.0	7	1.0	0.2692307692307692
ERR1725975	Rifamycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.038461538461538464
ERR1725975	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725975	Tetracycline	6	1	0	0.0	0	0.0	0	0.0	6	1.0	0.23076923076923078
ERR1725975	Trimethoprim	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.038461538461538464
ERR1725976	Aminoglycoside	3	1	1	0.3333333333333333	1	0.3333333333333333	0	0.0	2	0.6666666666666666	0.08571428571428572
ERR1725976	Beta-lactam	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.08571428571428572
ERR1725976	Fosfomycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.02857142857142857
ERR1725976	MLS	14	1	7	0.5	7	0.5	0	0.0	7	0.5	0.4
ERR1725976	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725976	Quinolone	4	1	1	0.25	1	0.25	0	0.0	3	0.75	0.11428571428571428
ERR1725976	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725976	Sulfonamide	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.02857142857142857
ERR1725976	Tetracycline	9	1	3	0.3333333333333333	3	0.3333333333333333	0	0.0	6	0.6666666666666666	0.2571428571428571
ERR1725976	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725980	Aminoglycoside	5	1	2	0.4	2	0.4	0	0.0	3	0.6	0.23809523809523808
ERR1725980	Beta-lactam	6	1	2	0.3333333333333333	2	0.3333333333333333	0	0.0	4	0.6666666666666666	0.2857142857142857
ERR1725980	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725980	MLS	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.23809523809523808
ERR1725980	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725980	Quinolone	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.047619047619047616
ERR1725980	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725980	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725980	Tetracycline	4	1	0	0.0	0	0.0	0	0.0	4	1.0	0.19047619047619047
ERR1725980	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725981	Aminoglycoside	8	1	4	0.5	4	0.5	0	0.0	4	0.5	0.12698412698412698
ERR1725981	Beta-lactam	17	1	3	0.17647058823529413	3	0.17647058823529413	0	0.0	14	0.8235294117647058	0.2698412698412698
ERR1725981	Fosfomycin	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.031746031746031744
ERR1725981	MLS	17	1	8	0.47058823529411764	7	0.4117647058823529	1	0.058823529411764705	9	0.5294117647058824	0.2698412698412698
ERR1725981	Phenicol	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.015873015873015872
ERR1725981	Quinolone	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.07936507936507936
ERR1725981	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725981	Sulfonamide	2	1	1	0.5	1	0.5	0	0.0	1	0.5	0.031746031746031744
ERR1725981	Tetracycline	10	1	1	0.1	1	0.1	0	0.0	9	0.9	0.15873015873015872
ERR1725981	Trimethoprim	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.015873015873015872
ERR1725987	Aminoglycoside	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725987	Beta-lactam	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725987	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725987	MLS	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.3333333333333333
ERR1725987	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725987	Quinolone	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725987	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725987	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725987	Tetracycline	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.6666666666666666
ERR1725987	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725989	Aminoglycoside	7	1	2	0.2857142857142857	2	0.2857142857142857	0	0.0	5	0.7142857142857143	0.2
ERR1725989	Beta-lactam	8	1	0	0.0	0	0.0	0	0.0	8	1.0	0.22857142857142856
ERR1725989	Fosfomycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.02857142857142857
ERR1725989	MLS	9	1	4	0.4444444444444444	4	0.4444444444444444	0	0.0	5	0.5555555555555556	0.2571428571428571
ERR1725989	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725989	Quinolone	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.08571428571428572
ERR1725989	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725989	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725989	Tetracycline	7	1	1	0.14285714285714285	1	0.14285714285714285	0	0.0	6	0.8571428571428571	0.2
ERR1725989	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725991	Aminoglycoside	2	1	1	0.5	1	0.5	0	0.0	1	0.5	0.06451612903225806
ERR1725991	Beta-lactam	6	1	2	0.3333333333333333	2	0.3333333333333333	0	0.0	4	0.6666666666666666	0.1935483870967742
ERR1725991	Fosfomycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.03225806451612903
ERR1725991	MLS	11	1	5	0.45454545454545453	5	0.45454545454545453	0	0.0	6	0.5454545454545454	0.3548387096774194
ERR1725991	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725991	Quinolone	1	1	1	1.0	1	1.0	0	0.0	0	0.0	0.03225806451612903
ERR1725991	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725991	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725991	Tetracycline	10	1	1	0.1	1	0.1	0	0.0	9	0.9	0.3225806451612903
ERR1725991	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725993	Aminoglycoside	10	1	2	0.2	2	0.2	0	0.0	8	0.8	0.0847457627118644
ERR1725993	Beta-lactam	24	1	6	0.25	6	0.25	0	0.0	18	0.75	0.2033898305084746
ERR1725993	Fosfomycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.00847457627118644
ERR1725993	MLS	18	1	7	0.3888888888888889	7	0.3888888888888889	0	0.0	11	0.6111111111111112	0.15254237288135594
ERR1725993	Phenicol	9	1	3	0.3333333333333333	3	0.3333333333333333	0	0.0	6	0.6666666666666666	0.07627118644067797
ERR1725993	Quinolone	23	1	5	0.21739130434782608	5	0.21739130434782608	0	0.0	18	0.782608695652174	0.19491525423728814
ERR1725993	Rifamycin	6	1	3	0.5	3	0.5	0	0.0	3	0.5	0.05084745762711865
ERR1725993	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725993	Tetracycline	24	1	4	0.16666666666666666	4	0.16666666666666666	0	0.0	20	0.8333333333333334	0.2033898305084746
ERR1725993	Trimethoprim	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.025423728813559324
ERR1725995	Aminoglycoside	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.22727272727272727
ERR1725995	Beta-lactam	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.09090909090909091
ERR1725995	Fosfomycin	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.09090909090909091
ERR1725995	MLS	4	1	0	0.0	0	0.0	0	0.0	4	1.0	0.18181818181818182
ERR1725995	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725995	Quinolone	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.045454545454545456
ERR1725995	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725995	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725995	Tetracycline	8	1	1	0.125	1	0.125	0	0.0	7	0.875	0.36363636363636365
ERR1725995	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725996	Aminoglycoside	10	1	1	0.1	1	0.1	0	0.0	9	0.9	0.18181818181818182
ERR1725996	Beta-lactam	12	1	3	0.25	2	0.16666666666666666	1	0.08333333333333333	9	0.75	0.21818181818181817
ERR1725996	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725996	MLS	5	1	1	0.2	1	0.2	0	0.0	4	0.8	0.09090909090909091
ERR1725996	Phenicol	6	1	0	0.0	0	0.0	0	0.0	6	1.0	0.10909090909090909
ERR1725996	Quinolone	6	1	0	0.0	0	0.0	0	0.0	6	1.0	0.10909090909090909
ERR1725996	Rifamycin	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.01818181818181818
ERR1725996	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725996	Tetracycline	12	1	1	0.08333333333333333	1	0.08333333333333333	0	0.0	11	0.9166666666666666	0.21818181818181817
ERR1725996	Trimethoprim	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.05454545454545454
ERR1725999	Aminoglycoside	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.05
ERR1725999	Beta-lactam	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.1
ERR1725999	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725999	MLS	5	1	0	0.0	0	0.0	0	0.0	5	1.0	0.25
ERR1725999	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725999	Quinolone	4	1	0	0.0	0	0.0	0	0.0	4	1.0	0.2
ERR1725999	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725999	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1725999	Tetracycline	8	1	1	0.125	1	0.125	0	0.0	7	0.875	0.4
ERR1725999	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726000	Aminoglycoside	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726000	Beta-lactam	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.14285714285714285
ERR1726000	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726000	MLS	3	1	3	1.0	3	1.0	0	0.0	0	0.0	0.42857142857142855
ERR1726000	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726000	Quinolone	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726000	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726000	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726000	Tetracycline	3	1	1	0.3333333333333333	1	0.3333333333333333	0	0.0	2	0.6666666666666666	0.42857142857142855
ERR1726000	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726001	Aminoglycoside	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.23076923076923078
ERR1726001	Beta-lactam	1	1	0	0.0	0	0.0	0	0.0	1	1.0	0.07692307692307693
ERR1726001	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726001	MLS	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.23076923076923078
ERR1726001	Phenicol	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726001	Quinolone	3	1	1	0.3333333333333333	1	0.3333333333333333	0	0.0	2	0.6666666666666666	0.23076923076923078
ERR1726001	Rifamycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726001	Sulfonamide	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726001	Tetracycline	3	1	0	0.0	0	0.0	0	0.0	3	1.0	0.23076923076923078
ERR1726001	Trimethoprim	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726002	Aminoglycoside	3	1	2	0.6666666666666666	2	0.6666666666666666	0	0.0	1	0.3333333333333333	0.14285714285714285
ERR1726002	Beta-lactam	2	1	0	0.0	0	0.0	0	0.0	2	1.0	0.09523809523809523
ERR1726002	Fosfomycin	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0.0
ERR1726002	MLS	9	1	4	0.4444444444444444	4	0.4444444444444444	0	0.0	5	0.5555555555555556	0.42857142857142855
